Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Nicolas Pépé,30000000,26,1.83,Right Winger,Winger,left,2.32876712328767,Arsenal FC,Premier League,0.52,0.17,0.46,0.06,0.06,0.0,0.0,0.44,0.4,0.14,0.54,0.52,2.54,1.15,45.5,0.18,0.4,14.0,0.17,0.06,0.06,0.44,0.4,0.16,0.08,0.06,34.23,43.56,78.6,508.14,106.82,20.57,23.39,87.9,10.72,13.31,80.5,2.02,4.15,48.6,0.17,0.14,1.21,1.27,0.92,0.23,2.02,43.56,40.45,3.11,0.35,0.06,8.41,1.04,1.84,2.54,0.81,0.86,0.35,33.88,4.09,5.59,36.93,3.34,1.09,0.23,0.17,34.23,0.12,0.4,1.38,1.61,2.88,1.84,0.52,0.17,0.23,0.12,0.0,0.46,0.29,0.0,0.0,0.17,0.0,0.0,1.27,0.92,0.58,0.52,0.17,0.29,1.44,20.0,1.15,14.29,3.69,25.8,3.4,5.36,5.53,1.56,0.12,0.0,1.44,1.09,2.36,0.52,0.12,59.29,1.27,7.72,21.38,34.11,7.66,56.01,1.96,4.78,41.0,2.13,0.23,44.54,214.92,113.62,6.63,1.5,1.5,2.59,2.42,54.85,42.98,78.4,7.72,0.0,0.0,0.0,1.27,1.67,0.52,1.84,1.09,0.92,0.0,0.0,0.0,7.38,1.9,2.02,48.5
Nolito,1200000,35,1.75,Left Winger,Winger,right,0.326027397260274,Celta de Vigo,La Liga,0.19,0.09,0.19,0.0,0.0,0.19,0.0,0.19,0.19,0.07,0.26,0.19,1.4,0.56,40.0,0.13,0.33,17.5,0.05,0.0,0.0,0.19,0.19,0.13,0.0,0.0,28.41,36.3,78.3,524.51,146.27,12.88,14.74,87.3,11.29,14.04,80.4,3.73,5.88,63.5,0.09,0.07,0.56,2.47,1.68,0.09,4.2,36.3,35.23,1.07,0.56,0.23,6.16,1.07,0.51,0.28,0.23,0.0,0.0,24.63,4.48,7.19,3.13,30.98,1.35,0.23,0.09,28.41,0.33,0.61,1.21,1.07,1.91,1.49,0.0,0.05,0.09,0.09,0.19,0.28,0.23,0.0,0.0,0.0,0.0,0.05,2.29,1.45,1.31,0.75,0.23,0.98,3.31,29.6,2.33,17.5,5.51,31.5,4.67,8.68,4.15,2.29,0.09,0.0,2.19,0.93,3.22,0.42,0.0,47.64,0.79,7.84,24.87,17.5,2.71,46.75,0.61,1.49,40.6,0.75,0.05,32.01,122.8,65.65,4.11,1.35,0.23,1.4,1.4,42.27,32.24,76.3,4.11,0.19,0.0,0.0,1.73,1.12,0.42,0.51,0.93,1.45,0.0,0.05,0.0,7.56,0.65,1.07,37.8
Nordin Amrabat,1000000,34,1.79,Right Winger,Winger,right,1.32602739726027,AEK Athens,La Liga,0.11,0.22,0.11,0.0,0.0,0.33,0.06,0.18,0.18,0.17,0.35,0.11,2.22,1.0,45.0,0.05,0.11,22.1,0.0,0.0,0.0,0.18,0.18,0.08,-0.07,-0.07,17.08,26.95,63.4,271.89,62.27,9.32,12.31,75.7,6.32,9.82,64.4,1.16,3.38,34.4,0.22,0.17,1.16,1.05,1.11,0.44,1.72,26.95,25.67,1.28,0.06,0.0,5.6,0.67,2.83,0.11,0.0,0.0,0.0,17.63,3.38,5.93,2.0,22.68,1.11,0.61,0.17,17.08,0.33,0.89,0.94,2.27,2.83,1.89,0.06,0.44,0.22,0.22,0.0,0.44,0.28,0.06,0.11,0.0,0.0,0.0,0.83,0.44,0.33,0.44,0.06,0.17,1.16,14.3,1.0,18.02,5.05,28.0,2.88,7.32,7.82,0.94,0.0,0.0,0.94,0.33,1.16,0.0,0.0,43.2,0.39,3.44,16.64,27.23,3.88,41.98,1.94,3.55,54.7,2.33,0.06,37.6,212.33,119.39,6.77,2.05,1.66,3.6,3.66,48.52,32.61,67.2,10.09,0.33,0.06,0.06,2.83,2.61,1.39,2.83,0.33,0.44,0.0,0.06,0.0,4.82,0.44,1.0,30.8
Omar Ramos,50000,34,1.76,Right Winger,Winger,left,0.243835616438356,Rajasthan United,La Liga,0.0,0.06,0.0,0.0,0.0,0.19,0.0,0.03,0.03,0.12,0.16,0.0,0.62,0.12,20.0,0.0,0.0,19.3,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,21.88,31.26,70.0,382.13,113.68,12.0,13.67,87.7,6.96,9.63,72.3,2.73,7.02,38.9,0.06,0.12,1.37,1.62,1.12,0.5,2.24,31.26,28.72,2.55,1.18,0.12,5.03,1.8,2.55,1.18,0.0,0.06,0.0,20.7,3.11,7.46,23.62,5.47,1.37,0.19,0.19,21.88,0.12,1.49,0.62,1.06,2.36,1.62,0.37,0.19,0.0,0.12,0.06,0.19,0.12,0.06,0.0,0.0,0.0,0.0,1.43,0.93,0.5,0.56,0.37,0.68,2.11,32.4,1.43,18.9,4.6,24.3,5.28,10.07,3.54,1.55,0.06,0.0,1.49,1.18,2.61,0.56,0.0,42.64,1.55,8.14,19.52,18.4,1.49,40.34,2.36,3.54,66.7,2.42,0.0,32.76,176.89,79.19,4.16,1.43,0.31,1.55,2.86,34.87,27.85,79.9,4.1,0.19,0.0,0.0,1.18,1.43,0.12,2.55,1.18,0.93,0.0,0.0,0.0,6.71,0.5,0.87,36.4
Onel Hernández,1500000,29,1.72,Right Winger,Winger,right,0.243835616438356,Birmingham City,Premier League,0.07,0.13,0.07,0.0,0.0,0.0,0.0,0.16,0.16,0.06,0.22,0.07,1.95,0.59,30.0,0.03,0.11,17.5,0.0,0.0,0.0,0.16,0.16,0.08,-0.1,-0.1,16.13,21.78,74.0,224.74,41.42,9.36,11.05,84.7,5.79,7.41,78.1,0.2,1.37,14.3,0.13,0.06,1.17,0.46,0.65,0.2,1.04,21.78,21.2,0.59,0.0,0.07,5.59,0.13,1.69,0.07,0.0,0.0,0.0,16.39,3.38,2.02,3.84,16.45,0.72,0.46,0.13,16.13,0.0,0.07,0.39,1.17,2.86,1.76,0.07,0.65,0.2,0.13,0.07,0.26,0.2,0.0,0.07,0.0,0.0,0.0,2.41,1.76,1.11,0.65,0.65,0.85,2.08,40.6,1.24,15.93,5.4,33.9,6.24,5.66,4.03,1.37,0.13,0.07,1.24,0.91,3.32,0.65,0.0,36.74,1.24,6.76,13.33,20.09,5.07,36.16,2.8,4.42,63.2,2.93,0.2,29.59,190.4,134.02,6.24,1.37,2.28,2.08,3.25,36.03,23.93,66.4,7.02,0.0,0.0,0.0,1.17,1.37,0.52,1.69,0.91,1.76,0.0,0.0,0.0,5.85,0.2,1.5,11.5
Opa Nguette,3000000,27,1.82,Left Winger,Winger,right,0.326027397260274,FC Metz,Ligue 1,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.26,0.26,0.03,0.29,0.21,2.07,0.73,35.0,0.1,0.29,15.6,0.0,0.0,0.0,0.26,0.26,0.12,-0.05,-0.05,15.64,21.13,74.0,213.04,48.57,9.01,11.29,79.8,5.07,6.94,73.1,0.41,0.73,57.1,0.21,0.03,1.14,1.14,0.21,0.0,1.35,21.13,20.2,0.93,0.21,0.0,4.35,0.0,0.21,0.0,0.0,0.0,0.0,16.16,2.17,2.8,1.55,16.26,1.45,0.1,0.1,15.64,0.0,0.31,1.35,0.73,2.17,1.45,0.0,0.31,0.0,0.31,0.1,0.52,0.31,0.0,0.1,0.0,0.1,0.0,2.49,1.66,1.14,0.73,0.62,0.83,1.45,57.1,0.62,19.26,5.39,28.0,3.83,8.7,6.73,1.04,0.21,0.0,0.83,0.21,2.69,0.93,0.0,39.67,1.66,6.73,19.26,16.57,2.9,38.84,1.86,4.66,40.0,2.28,0.31,29.21,154.21,96.32,4.25,0.93,1.14,4.14,3.11,42.57,27.45,64.5,6.32,0.0,0.0,0.0,1.14,2.38,0.41,0.21,0.21,1.66,0.0,0.0,0.0,5.59,2.07,2.49,45.5
Opoku Ampomah,500000,26,1.75,Left Winger,Winger,right,0.326027397260274,Royal Antwerp FC,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.16,0.16,0.05,0.22,0.0,2.88,0.9,31.3,0.0,0.0,19.7,0.0,0.0,0.0,0.16,0.16,0.06,-0.16,-0.16,11.34,18.72,60.6,216.18,60.66,6.12,8.46,72.3,3.24,5.4,60.0,1.98,3.6,55.0,0.0,0.05,1.44,1.08,0.54,0.0,2.16,18.72,17.82,0.9,0.36,0.0,5.76,1.62,1.26,0.18,0.0,0.18,0.0,10.98,3.24,4.5,3.42,13.86,0.72,0.36,0.0,11.34,0.18,0.54,0.72,1.62,3.06,1.98,0.0,0.72,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.08,0.72,0.72,0.36,0.54,2.16,25.0,1.62,16.2,3.78,23.3,3.78,7.56,4.86,0.72,0.0,0.0,0.72,0.54,2.34,0.9,0.0,36.9,0.72,5.4,14.4,21.06,4.68,36.0,3.24,7.38,43.9,3.78,0.0,32.22,134.82,93.24,5.04,1.8,1.62,4.14,2.52,42.12,25.56,60.7,8.82,0.18,0.0,0.0,3.06,1.08,1.44,1.26,0.54,1.08,0.0,0.0,0.0,5.94,0.72,1.62,30.8
Óscar Plano,2500000,31,1.79,Right Winger,Winger,both,1.32602739726027,Real Valladolid CF,Segunda División,0.26,0.09,0.26,0.0,0.0,0.0,0.09,0.21,0.21,0.04,0.25,0.26,1.75,0.53,30.0,0.15,0.5,15.9,0.0,0.0,0.0,0.21,0.21,0.12,0.05,0.05,23.49,30.93,75.9,397.33,100.43,12.09,14.72,82.1,7.71,10.25,75.2,2.54,3.86,65.9,0.09,0.04,0.44,2.45,0.53,0.0,2.89,30.93,30.06,0.88,0.35,0.09,9.73,0.88,0.61,0.35,0.18,0.09,0.0,22.26,3.68,5.0,22.17,4.82,2.02,0.18,0.26,23.49,0.0,0.88,1.4,0.79,1.67,1.05,0.09,0.0,0.18,0.35,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,1.67,1.14,0.96,0.44,0.26,0.88,1.49,58.8,0.61,15.69,5.08,32.4,5.0,6.22,4.47,1.75,0.26,0.0,1.49,2.02,3.68,2.02,0.0,43.99,2.37,9.64,22.08,15.25,3.68,43.29,0.53,1.14,46.2,0.53,0.0,27.87,154.67,66.95,3.15,1.23,0.18,1.49,0.7,36.28,27.08,74.6,4.91,0.0,0.09,0.0,1.4,2.89,0.09,0.61,2.02,1.14,0.0,0.0,0.0,7.54,2.02,2.02,50.0
Osman Bukari,2500000,23,1.7,Right Winger,Winger,both,0.326027397260274,FC Nantes,Ligue 1,0.13,0.26,0.13,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.18,0.13,1.53,0.77,50.0,0.08,0.17,16.7,0.0,0.0,0.0,0.06,0.06,0.04,0.06,0.06,20.97,28.51,73.5,282.53,63.15,13.42,16.24,82.7,6.01,8.05,74.6,0.51,2.05,25.0,0.26,0.12,1.66,0.51,0.51,0.13,1.66,28.51,27.74,0.77,0.0,0.0,5.63,0.38,1.28,0.26,0.26,0.0,0.0,20.45,4.6,3.45,4.09,21.35,1.53,0.51,0.38,20.97,0.13,0.38,1.02,1.15,2.94,2.05,0.13,0.51,0.26,0.0,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,1.66,1.02,0.77,0.51,0.38,0.89,1.92,46.7,1.02,17.13,3.96,23.1,4.22,6.14,6.78,0.64,0.0,0.0,0.64,2.3,3.96,0.13,0.0,40.27,1.02,5.5,13.93,24.67,5.24,39.5,2.56,4.47,57.1,2.56,0.0,29.79,190.61,115.18,5.63,1.53,1.02,3.07,1.15,37.33,26.08,69.9,7.41,0.0,0.0,0.0,1.28,0.64,0.38,1.28,2.3,1.02,0.0,0.0,0.0,7.93,1.15,1.53,42.9
Ousmane Dembélé,30000000,24,1.78,Right Winger,Winger,both,0.326027397260274,FC Barcelona,La Liga,0.25,0.38,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.36,0.61,0.25,3.18,0.95,30.0,0.08,0.27,18.6,0.0,0.0,0.0,0.25,0.25,0.08,0.01,0.01,34.74,45.41,76.5,589.92,153.96,19.31,21.85,88.4,10.92,14.74,74.1,3.62,5.97,60.6,0.38,0.36,2.16,1.4,2.6,0.64,3.94,45.41,41.09,4.32,0.44,0.38,6.1,1.84,4.51,2.54,0.57,1.14,0.25,33.47,5.53,6.42,18.99,24.33,0.51,1.08,0.13,34.74,0.13,0.76,1.4,2.16,5.02,3.37,0.7,0.51,0.25,0.19,0.0,0.7,0.51,0.13,0.0,0.06,0.0,0.0,0.64,0.44,0.25,0.25,0.13,0.13,0.51,25.0,0.38,13.85,3.05,22.0,2.35,4.95,6.54,0.76,0.0,0.0,0.76,0.7,1.33,0.06,0.0,59.13,0.57,3.62,19.24,41.54,7.88,54.88,3.11,5.65,55.1,3.3,0.19,48.14,325.7,214.81,12.39,3.11,2.79,2.86,1.27,58.43,47.19,80.8,9.34,0.0,0.0,0.0,0.44,2.03,0.64,4.51,0.7,0.44,0.0,0.0,0.0,4.7,0.57,0.51,52.9
Pablo de Blasis,500000,34,1.65,Left Winger,Winger,right,0.326027397260274,FC Cartagena,La Liga,0.11,0.17,0.06,0.06,0.06,0.06,0.0,0.14,0.1,0.11,0.21,0.11,0.73,0.22,30.8,0.08,0.25,18.0,0.06,0.06,0.06,0.14,0.1,0.13,-0.03,-0.04,37.48,53.64,69.9,770.5,317.3,14.08,16.05,87.8,15.49,20.59,75.2,7.18,15.09,47.6,0.17,0.11,0.95,4.43,1.4,0.67,5.05,53.64,44.16,9.48,1.63,0.06,7.35,2.64,3.59,0.45,0.22,0.17,0.0,21.04,13.19,19.41,5.84,35.07,3.98,7.35,0.45,37.48,0.22,1.74,0.34,1.46,1.96,1.68,0.06,0.06,0.11,0.0,0.06,0.22,0.17,0.0,0.0,0.06,0.0,0.0,2.36,1.68,1.35,0.73,0.28,1.4,3.42,41.0,2.02,15.94,4.6,28.9,5.84,6.51,3.59,1.85,0.06,0.0,1.8,0.9,3.25,1.4,0.0,63.52,1.68,11.0,32.82,22.89,1.52,54.03,0.73,1.4,52.0,0.84,0.0,35.74,146.22,82.26,4.04,1.29,0.28,1.29,0.79,42.92,36.58,85.2,3.65,0.06,0.0,0.0,1.18,0.73,0.06,3.59,0.9,1.68,0.0,0.06,0.0,10.1,1.23,2.52,32.8
Pablo Hervías,800000,28,1.74,Right Winger,Winger,right,0.326027397260274,Real Valladolid CF,La Liga,0.0,0.37,0.0,0.0,0.0,0.07,0.0,0.04,0.04,0.25,0.28,0.0,1.05,0.52,50.0,0.0,0.0,27.2,0.45,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04,41.56,55.02,75.5,735.32,276.13,20.18,22.2,90.9,15.85,19.44,81.5,4.93,11.14,44.3,0.37,0.25,2.39,2.77,1.5,0.97,2.99,55.02,45.0,10.02,2.09,0.0,5.16,1.87,5.98,1.64,0.3,0.82,0.07,32.52,9.64,12.86,4.26,42.53,1.64,6.28,0.0,41.56,0.22,1.05,1.05,1.64,3.51,2.39,0.9,0.07,0.07,0.0,0.07,0.6,0.37,0.07,0.07,0.07,0.0,0.0,1.94,1.27,0.67,1.05,0.22,1.12,2.32,48.4,1.2,10.61,3.21,30.3,4.34,4.93,1.35,0.82,0.0,0.0,0.82,1.2,3.14,1.12,0.0,64.14,2.02,15.92,30.5,24.44,1.42,54.12,1.42,2.47,57.6,1.5,0.0,42.53,335.71,170.43,7.55,3.14,0.6,0.52,1.27,44.48,39.09,87.9,2.02,0.07,0.0,0.0,0.67,1.64,0.0,5.98,1.2,1.27,0.0,0.0,0.0,8.9,0.82,0.9,47.8
Pablo Piatti,1000000,32,1.63,Left Winger,Winger,left,0.326027397260274,Elche CF,La Liga,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.08,0.13,0.21,0.0,1.11,0.8,71.4,0.0,0.0,24.7,0.0,0.0,0.0,0.08,0.08,0.07,-0.08,-0.08,21.78,29.42,74.1,347.12,74.42,11.77,14.15,83.1,6.84,9.54,71.7,1.91,3.66,52.2,0.0,0.13,0.8,1.91,0.64,0.48,1.43,29.42,28.3,1.11,0.32,0.0,5.41,0.32,1.91,0.48,0.48,0.0,0.0,20.83,3.66,4.93,23.37,4.29,0.8,0.32,0.0,21.78,0.0,0.48,0.95,0.8,1.75,1.27,0.0,0.32,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.11,0.95,0.8,0.16,0.64,1.75,36.4,1.11,19.56,4.29,22.0,4.93,9.7,4.93,2.07,0.0,0.0,2.07,0.64,2.54,0.32,0.0,41.66,0.64,6.04,19.56,18.76,0.8,40.55,0.95,2.86,33.3,1.27,0.0,30.37,165.37,79.35,3.34,1.27,0.16,1.75,1.27,40.87,29.26,71.6,4.93,0.16,0.0,0.0,2.86,2.39,0.8,1.91,0.64,1.11,0.0,0.0,0.0,5.25,0.8,3.18,20.0
Pablo Sarabia,25000000,29,1.74,Right Winger,Winger,left,0.326027397260274,Sporting CP,Primeira Liga,0.46,0.12,0.35,0.12,0.12,0.12,0.0,0.39,0.3,0.16,0.46,0.46,1.61,0.81,50.0,0.21,0.43,15.0,0.12,0.12,0.12,0.39,0.3,0.19,0.07,0.05,25.7,35.95,71.5,450.23,148.54,13.6,16.13,84.3,8.18,10.6,77.2,3.23,5.53,58.3,0.12,0.16,1.5,2.07,1.04,0.23,2.88,35.95,32.73,3.23,0.81,0.23,8.53,1.96,2.19,1.84,0.81,0.92,0.0,25.47,5.07,5.42,29.62,5.42,0.12,0.58,0.0,25.7,0.12,0.92,1.38,3.23,3.11,2.07,0.46,0.12,0.35,0.12,0.0,0.35,0.23,0.0,0.12,0.0,0.0,0.0,1.38,0.81,0.58,0.35,0.46,0.58,1.84,31.3,1.27,18.44,4.15,22.5,1.96,9.33,7.14,0.58,0.0,0.0,0.58,0.46,1.84,0.58,0.0,46.44,0.81,6.68,20.4,23.16,4.38,43.56,0.69,1.5,46.2,0.81,0.0,31.34,174.7,111.66,5.3,1.96,1.27,1.27,1.73,50.24,35.95,71.6,7.38,0.12,0.0,0.0,0.81,1.73,0.23,2.19,0.46,0.81,0.0,0.0,0.0,3.11,0.23,1.15,16.7
Paolo Ghiglione,3000000,25,1.91,Right Midfield,Winger,right,1.32602739726027,Genoa CFC,Serie A,0.0,0.1,0.0,0.0,0.0,0.29,0.0,0.08,0.08,0.09,0.17,0.0,0.88,0.39,44.4,0.0,0.0,19.7,0.0,0.0,0.0,0.08,0.08,0.09,-0.08,-0.08,29.67,46.67,63.6,553.95,246.03,12.87,14.93,86.2,12.38,18.28,67.7,4.22,10.71,39.4,0.1,0.09,1.47,0.98,1.57,1.08,2.75,46.67,36.26,10.41,0.69,0.0,6.48,1.38,3.83,0.88,0.49,0.2,0.0,20.24,11.79,14.64,5.21,30.36,1.38,8.84,0.1,29.67,0.1,0.69,1.97,3.05,2.36,1.18,0.69,0.2,0.29,0.0,0.0,0.39,0.29,0.1,0.0,0.0,0.0,0.0,2.16,1.18,1.08,0.88,0.2,1.28,2.06,61.9,0.79,11.79,3.64,30.8,3.54,5.21,3.05,2.95,0.59,0.0,2.36,2.06,4.22,2.65,0.0,60.92,4.32,18.86,25.84,19.36,1.38,50.7,0.59,1.67,35.3,0.59,0.0,32.52,165.75,99.73,4.22,1.97,0.2,1.28,0.98,37.24,32.72,87.9,1.67,0.29,0.0,0.0,1.38,1.18,0.2,3.83,2.06,1.18,0.0,0.0,0.0,6.78,1.18,1.57,42.9
Patrick Herrmann,2500000,31,1.79,Right Winger,Winger,right,0.326027397260274,Borussia Mönchengladbach,Bundesliga,0.0,0.45,0.0,0.0,0.0,0.11,0.0,0.14,0.14,0.23,0.36,0.0,1.69,0.56,33.3,0.0,0.0,15.8,0.11,0.0,0.0,0.14,0.14,0.08,-0.14,-0.14,31.39,44.1,71.2,579.6,204.64,16.31,19.8,82.4,10.58,13.73,77.0,4.28,9.23,46.3,0.45,0.23,2.25,1.24,1.35,0.45,4.05,44.1,34.99,9.11,2.03,0.23,7.54,2.25,3.6,2.48,1.13,1.01,0.23,24.41,8.33,11.36,3.15,35.21,0.9,4.5,0.0,31.39,0.11,0.45,2.03,2.03,3.6,2.36,1.01,0.11,0.11,0.0,0.0,0.68,0.56,0.11,0.0,0.0,0.0,0.0,2.14,1.01,0.79,0.79,0.56,1.24,2.93,42.3,1.69,15.53,5.74,37.0,3.94,6.41,5.18,1.46,0.11,0.0,1.35,0.9,3.04,1.24,0.0,55.24,1.91,10.01,20.36,28.35,4.05,46.35,1.01,1.35,75.0,1.01,0.0,32.18,157.61,88.2,4.5,1.35,0.79,1.69,1.46,41.18,32.18,78.1,6.19,0.11,0.0,0.0,1.01,1.58,0.68,3.6,0.9,1.01,0.0,0.0,0.0,7.54,0.56,0.79,41.7
Patrick Roberts,1500000,25,1.67,Right Winger,Winger,left,0.326027397260274,Sunderland AFC,La Liga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.07,0.19,0.0,1.05,0.75,71.4,0.0,0.0,15.9,0.0,0.0,0.0,0.12,0.12,0.12,-0.12,-0.12,23.36,29.35,79.6,392.35,103.18,12.43,15.12,82.2,8.54,10.48,81.4,2.1,2.85,73.7,0.0,0.07,1.2,1.8,1.5,0.3,2.85,29.35,28.0,1.35,0.3,0.45,3.89,0.6,1.5,0.15,0.0,0.15,0.0,21.71,3.89,3.74,23.06,4.19,0.9,0.75,0.15,23.36,0.15,0.45,1.05,0.45,3.14,1.65,0.3,1.05,0.15,0.0,0.0,0.45,0.3,0.0,0.0,0.15,0.0,0.0,1.05,0.75,0.75,0.3,0.0,0.6,3.0,20.0,2.4,22.76,3.0,13.2,6.44,10.78,5.54,1.05,0.0,0.0,1.05,0.75,1.8,0.15,0.0,42.23,0.15,5.69,19.92,21.56,4.64,40.88,3.59,5.69,63.2,4.19,0.15,36.69,208.45,128.94,5.84,1.05,1.8,2.85,3.29,40.73,30.7,75.4,7.49,0.0,0.0,0.0,0.3,1.8,0.3,1.5,0.75,0.75,0.0,0.0,0.0,6.59,0.3,0.9,25.0
Paul-Georges Ntep,400000,29,1.8,Left Winger,Winger,right,0.326027397260274,Boavista FC,Ligue 1,0.18,0.0,0.18,0.0,0.0,0.35,0.0,0.05,0.05,0.07,0.12,0.18,1.41,0.53,37.5,0.13,0.33,21.3,0.0,0.0,0.0,0.05,0.05,0.04,0.12,0.12,23.42,35.23,66.5,449.12,111.31,9.33,12.33,75.7,10.22,14.09,72.5,2.99,6.16,48.6,0.0,0.07,1.06,1.41,2.47,0.18,3.7,35.23,33.99,1.23,0.18,0.18,7.93,2.11,2.64,0.18,0.0,0.0,0.0,26.07,2.29,6.87,5.64,26.59,1.94,0.53,0.0,23.42,0.18,1.76,0.7,2.47,2.82,2.29,0.0,0.35,0.0,0.18,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,1.41,0.7,0.7,0.53,0.18,0.7,2.11,33.3,1.41,12.5,4.05,32.4,4.23,5.81,2.47,2.11,0.18,0.0,1.94,0.35,1.76,0.18,0.0,47.55,0.88,6.69,18.49,25.89,1.94,46.5,2.11,3.35,63.2,2.64,0.18,35.4,226.14,126.81,7.75,1.94,0.35,2.82,1.23,45.09,35.75,79.3,8.45,0.35,0.0,0.0,0.88,2.47,0.35,2.64,0.35,0.7,0.0,0.0,0.0,4.58,0.53,0.53,50.0
Paulinho1,11000000,21,1.77,Left Winger,Winger,right,1.32602739726027,Bayer 04 Leverkusen,Bundesliga,0.0,0.18,0.0,0.0,0.0,0.09,0.0,0.26,0.26,0.15,0.41,0.0,1.85,0.97,52.4,0.0,0.0,14.1,0.0,0.0,0.0,0.26,0.26,0.14,-0.26,-0.26,30.5,36.39,83.8,434.53,90.88,17.58,20.3,86.6,10.11,11.43,88.5,1.32,1.85,71.4,0.18,0.15,1.32,1.14,1.05,0.0,2.99,36.39,35.86,0.53,0.0,0.18,8.44,0.18,0.53,0.09,0.0,0.0,0.0,30.5,3.96,1.93,2.46,32.61,0.53,0.26,0.09,30.5,0.26,0.53,1.23,1.23,3.52,2.46,0.0,0.26,0.35,0.35,0.09,0.53,0.35,0.0,0.0,0.18,0.0,0.0,2.02,1.49,0.7,1.05,0.26,0.35,1.67,21.1,1.32,15.73,5.27,33.5,4.22,7.29,4.22,1.49,0.09,0.0,1.41,0.88,2.9,0.35,0.0,49.48,0.97,5.36,23.82,26.46,5.71,48.96,2.46,4.13,59.6,2.81,0.09,40.43,264.11,163.74,7.82,3.87,1.49,1.85,2.2,51.24,38.23,74.6,8.96,0.09,0.0,0.0,0.88,1.49,0.53,0.53,0.88,1.49,0.0,0.0,0.0,5.36,0.7,1.58,30.8
