Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Nikola Vlašic,27000000,24,1.78,Attacking Midfield,Midfielder,right,4.32876712328767,West Ham United,Premier League,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.14,0.14,0.08,0.23,0.11,1.42,0.33,23.1,0.08,0.33,16.0,0.0,0.0,0.0,0.14,0.14,0.1,-0.03,-0.03,26.48,33.67,78.6,391.49,63.31,16.13,17.65,91.4,7.74,10.35,74.7,1.74,3.05,57.1,0.11,0.08,0.98,1.09,0.76,0.22,1.63,33.67,33.34,0.33,0.22,0.0,8.61,0.87,1.85,0.11,0.0,0.0,0.0,25.5,4.14,4.03,7.08,24.73,0.87,0.0,0.44,26.48,0.11,0.65,1.42,1.31,2.07,1.63,0.0,0.22,0.0,0.22,0.0,0.33,0.22,0.0,0.0,0.0,0.11,0.0,1.74,1.53,0.65,0.98,0.11,0.54,3.38,16.1,2.83,24.19,6.97,28.8,5.99,11.77,6.43,0.98,0.0,0.0,0.98,1.63,3.38,0.33,0.0,44.67,0.22,5.23,22.34,20.38,5.12,44.35,0.87,1.63,53.3,0.98,0.11,34.54,205.5,109.07,5.99,1.74,0.87,1.09,2.07,43.69,31.6,72.3,6.86,0.0,0.0,0.0,1.42,2.4,0.54,1.85,1.63,1.53,0.0,0.0,0.0,6.76,0.76,1.85,29.2
Nikolas Špalek,1200000,25,1.71,Attacking Midfield,Midfielder,right,0.326027397260274,Brescia Calcio,Serie A,0.11,0.06,0.11,0.0,0.0,0.29,0.0,0.22,0.22,0.1,0.32,0.11,1.43,0.57,40.0,0.08,0.2,15.2,0.0,0.0,0.0,0.22,0.22,0.15,-0.1,-0.1,17.33,25.42,68.2,237.34,61.5,11.17,13.28,84.1,4.45,7.35,60.5,0.97,2.79,34.7,0.06,0.1,0.97,0.97,0.57,0.06,1.48,25.42,24.34,1.08,0.11,0.06,5.7,0.68,1.88,0.29,0.0,0.11,0.0,15.05,5.76,4.62,2.34,21.03,1.14,0.34,0.34,17.33,0.06,0.46,0.63,1.31,1.71,1.31,0.11,0.0,0.11,0.17,0.0,0.11,0.06,0.0,0.0,0.0,0.06,0.0,1.2,0.8,0.34,0.63,0.23,0.29,1.88,15.2,1.6,28.33,6.61,23.3,6.61,13.62,8.09,1.31,0.0,0.0,1.31,0.34,1.54,0.57,0.0,36.31,0.86,6.67,14.71,17.27,3.02,35.28,0.8,2.05,38.9,0.8,0.11,25.59,135.83,79.23,3.82,0.86,0.46,1.54,2.17,35.74,24.57,68.7,6.27,0.29,0.0,0.0,1.82,0.97,0.29,1.88,0.34,0.8,0.0,0.0,0.0,6.44,0.23,1.2,16.0
Oghenekaro Etebo,3000000,26,1.74,Central Midfield,Midfielder,right,0.243835616438356,Watford FC,La Liga,0.16,0.0,0.16,0.0,0.0,0.63,0.0,0.09,0.09,0.03,0.13,0.16,1.42,0.47,33.3,0.11,0.33,16.2,0.0,0.0,0.0,0.09,0.09,0.06,0.06,0.06,21.24,33.51,63.4,396.19,111.87,8.81,11.64,75.7,8.34,11.96,69.7,3.62,7.71,46.9,0.0,0.03,0.31,2.52,0.31,0.0,3.62,33.51,32.88,0.63,0.47,0.0,7.71,1.1,1.57,0.0,0.0,0.0,0.0,17.31,7.71,8.5,3.93,24.23,2.36,0.16,0.47,21.24,0.47,1.26,0.47,2.36,1.1,0.94,0.0,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,3.15,2.2,1.42,1.26,0.47,1.1,2.05,53.8,0.94,18.41,5.66,30.8,6.61,9.44,2.36,1.42,0.16,0.0,1.26,1.57,4.72,2.52,0.16,46.1,0.94,9.13,25.33,14.95,2.05,45.47,0.94,1.42,66.7,0.94,0.0,29.58,155.77,82.13,4.56,1.42,0.31,1.73,1.42,30.52,25.49,83.5,4.25,0.63,0.0,0.0,1.42,1.1,0.0,1.57,1.57,2.2,0.0,0.0,0.0,11.33,3.78,1.89,66.7
Oier Sanjurjo,500000,35,1.78,Defensive Midfield,Midfielder,right,0.326027397260274,CA Osasuna,La Liga,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.06,0.06,0.06,0.14,0.0,1.06,0.11,10.0,0.0,0.0,16.1,0.0,0.0,0.0,0.06,0.06,0.06,-0.06,-0.06,28.03,38.18,73.4,508.91,149.44,11.32,15.12,74.8,12.69,15.97,79.5,3.17,5.39,58.8,0.0,0.06,0.42,2.86,0.85,0.32,3.17,38.18,37.65,0.53,0.11,0.21,8.14,0.63,0.95,0.0,0.0,0.0,0.0,22.63,6.98,8.57,5.18,28.13,2.12,0.32,0.11,28.03,0.32,0.63,1.37,1.16,0.63,0.53,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,1.69,1.37,0.63,0.85,0.21,0.63,2.43,26.1,1.8,20.2,5.08,25.1,5.29,11.42,3.49,1.48,0.53,0.0,0.95,0.74,2.43,1.48,0.0,47.49,1.59,8.46,27.18,12.8,1.27,46.96,0.42,0.53,80.0,0.42,0.0,26.12,82.6,38.39,1.16,0.21,0.0,1.16,0.74,36.49,30.04,82.3,2.96,0.42,0.0,0.0,3.81,1.16,0.21,0.95,0.74,1.37,0.0,0.0,0.0,10.15,3.07,2.75,52.7
Oier Zarraga,2500000,23,1.75,Central Midfield,Midfielder,right,1.32602739726027,Athletic Bilbao,La Liga,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.05,0.05,0.02,0.07,0.0,1.46,0.29,20.0,0.0,0.0,23.3,0.0,0.0,0.0,0.05,0.05,0.03,-0.05,-0.05,30.52,39.59,77.1,545.75,212.28,13.07,15.7,83.2,12.77,15.99,79.9,3.51,5.66,62.1,0.0,0.02,0.49,4.68,0.78,0.0,4.88,39.59,39.3,0.29,0.1,0.0,6.63,0.78,1.37,0.1,0.1,0.0,0.0,28.47,4.58,6.53,4.1,32.47,1.95,0.1,0.29,30.52,0.0,1.17,1.56,0.98,1.66,1.17,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.27,0.59,0.39,0.78,0.1,0.29,1.66,17.6,1.37,17.84,3.41,19.1,4.19,9.26,4.39,1.66,0.88,0.0,0.78,1.46,2.73,0.59,0.0,49.34,1.95,10.43,25.84,15.21,1.56,49.05,0.59,0.68,85.7,0.59,0.0,31.11,152.02,81.42,4.1,1.27,0.39,0.68,0.98,39.49,33.84,85.7,2.34,0.49,0.0,0.0,1.85,1.27,0.1,1.37,1.46,0.59,0.0,0.0,0.0,8.48,0.68,1.76,28.0
Oihan Sancet,5000000,21,1.88,Attacking Midfield,Midfielder,right,2.32876712328767,Athletic Bilbao,La Liga,0.36,0.31,0.36,0.0,0.0,0.1,0.0,0.21,0.21,0.13,0.34,0.36,1.84,0.82,44.4,0.19,0.44,13.6,0.0,0.0,0.0,0.21,0.21,0.12,0.15,0.15,22.04,28.99,76.0,344.45,71.28,12.22,15.03,81.3,6.8,9.15,74.3,1.89,2.66,71.2,0.31,0.13,1.28,1.69,1.28,0.05,2.56,28.99,27.72,1.28,0.05,0.0,7.26,0.51,0.41,0.1,0.05,0.0,0.0,21.07,4.04,3.89,2.76,23.73,0.87,0.15,0.56,22.04,0.05,0.77,2.1,0.97,3.12,2.1,0.05,0.26,0.2,0.1,0.41,0.46,0.36,0.0,0.05,0.0,0.0,0.05,1.13,0.72,0.2,0.61,0.31,0.26,0.51,50.0,0.26,19.43,5.06,26.1,1.74,8.69,9.0,0.61,0.0,0.0,0.61,0.51,1.64,0.77,0.0,42.14,1.02,3.84,20.51,20.86,4.45,40.86,1.23,2.1,58.5,1.28,0.0,30.17,143.74,72.2,4.35,1.69,0.72,2.66,2.66,49.14,32.78,66.7,10.69,0.1,0.0,0.0,1.43,2.1,0.26,0.41,0.51,0.72,0.0,0.0,0.0,4.14,1.13,2.71,29.3
Ola Toivonen,400000,35,1.89,Attacking Midfield,Midfielder,right,0.83013698630137,Malmö FF,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.25,0.25,0.05,0.3,0.0,2.25,0.45,20.0,0.0,0.0,13.6,0.11,0.0,0.0,0.25,0.25,0.11,-0.25,-0.25,25.76,35.89,71.8,465.53,101.36,11.7,15.41,75.9,9.79,13.05,75.0,3.49,5.63,62.0,0.0,0.05,0.9,2.81,0.56,0.11,2.93,35.89,34.43,1.46,0.11,0.11,7.76,1.13,0.79,0.11,0.0,0.0,0.0,20.25,6.75,8.89,2.7,24.75,4.84,0.45,1.35,25.76,0.34,1.01,1.01,1.13,3.04,2.25,0.0,0.23,0.23,0.23,0.11,0.45,0.11,0.0,0.0,0.23,0.11,0.0,0.45,0.45,0.11,0.0,0.34,0.11,0.79,14.3,0.68,14.4,3.94,27.3,1.01,7.2,6.19,0.79,0.0,0.0,0.79,0.0,0.45,1.01,0.0,44.21,1.24,4.05,21.94,19.69,3.49,42.75,0.45,0.56,80.0,0.45,0.11,23.4,91.91,45.56,2.93,0.9,0.11,1.8,0.45,48.94,32.63,66.7,9.23,0.23,0.0,0.0,3.26,1.13,0.79,0.79,0.0,0.45,0.11,0.0,0.0,6.53,1.8,1.13,61.5
Ole Selnæs,2000000,27,1.87,Defensive Midfield,Midfielder,left,0.912328767123288,Shenzhen FC,Ligue 1,0.0,0.27,0.0,0.0,0.0,0.32,0.0,0.03,0.03,0.11,0.14,0.0,0.7,0.16,23.1,0.0,0.0,24.2,0.0,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03,40.34,49.93,80.8,848.23,207.83,12.89,15.91,81.0,19.63,22.22,88.3,7.44,10.57,70.4,0.27,0.11,1.02,4.26,0.86,0.05,4.75,49.93,48.42,1.51,0.92,0.32,10.52,1.73,0.27,0.59,0.0,0.0,0.0,35.7,5.93,8.3,41.31,5.39,2.37,0.0,0.27,40.34,0.27,0.65,0.75,1.35,2.05,1.67,0.22,0.0,0.05,0.05,0.05,0.38,0.22,0.05,0.0,0.05,0.0,0.05,2.32,1.24,0.54,1.51,0.27,0.81,2.48,32.6,1.67,20.49,4.91,23.9,6.52,11.76,2.21,1.4,0.32,0.0,1.08,0.86,3.18,1.4,0.0,58.08,2.1,11.97,38.56,11.43,0.32,56.62,0.7,1.02,68.4,0.75,0.0,40.87,176.82,76.57,2.59,1.24,0.0,0.49,0.59,42.01,38.5,91.7,1.56,0.32,0.0,0.0,1.78,0.7,0.05,0.27,0.86,1.24,0.0,0.0,0.0,11.32,0.81,1.13,41.7
Oliver Norwood,4000000,30,1.75,Central Midfield,Midfielder,right,1.32602739726027,Sheffield United,Championship,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.06,0.08,0.0,0.5,0.1,20.0,0.0,0.0,23.1,0.1,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,45.74,56.26,81.3,1083.08,296.79,13.2,14.88,88.7,20.54,23.32,88.1,11.61,17.27,67.2,0.0,0.06,1.19,4.86,0.79,0.4,3.37,56.26,51.4,4.86,2.48,0.0,6.45,4.86,1.79,2.18,0.5,0.6,0.6,36.32,5.46,14.49,2.98,50.51,2.08,0.1,0.2,45.74,0.3,1.29,1.89,0.5,1.49,0.89,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.99,0.6,1.39,0.2,0.6,3.18,18.8,2.58,20.84,4.37,21.0,6.85,11.01,2.98,1.59,0.5,0.1,1.09,1.98,4.17,2.98,0.0,65.79,4.76,19.75,34.43,13.2,0.4,60.83,0.3,0.3,100.0,0.3,0.0,34.33,111.83,54.18,1.79,0.3,0.0,0.3,0.4,43.26,41.58,96.1,0.4,0.2,0.0,0.0,2.28,0.2,0.0,1.79,1.98,0.99,0.0,0.0,0.0,10.02,0.6,0.69,46.2
Oliver Skipp,20000000,21,1.75,Defensive Midfield,Midfielder,right,2.32876712328767,Tottenham Hotspur,Premier League,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.01,0.01,0.06,0.07,0.0,0.27,0.07,25.0,0.0,0.0,24.1,0.0,0.0,0.0,0.01,0.01,0.05,-0.01,-0.01,49.07,54.8,89.5,880.27,202.4,20.87,22.4,93.2,22.87,24.73,92.5,4.87,6.33,76.8,0.0,0.06,0.47,5.13,0.6,0.07,4.6,54.8,53.6,1.2,1.13,0.07,6.47,0.93,0.33,0.0,0.0,0.0,0.0,45.93,4.07,4.8,2.93,49.47,1.47,0.07,0.27,49.07,0.0,0.53,1.6,1.07,1.47,1.4,0.0,0.0,0.0,0.07,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.2,1.2,0.93,1.07,0.2,0.8,1.87,42.9,1.07,18.33,4.73,25.8,7.27,8.73,2.33,1.67,0.6,0.0,1.07,1.27,3.47,0.93,0.0,63.47,2.0,12.8,43.87,10.33,0.67,62.4,0.13,0.2,66.7,0.13,0.0,43.33,208.13,114.13,5.67,1.93,0.33,0.53,0.87,48.67,46.0,94.5,0.87,0.4,0.0,0.0,1.33,1.53,0.07,0.33,1.27,1.2,0.0,0.0,0.0,8.87,0.8,0.93,46.2
Óliver Torres,9000000,27,1.75,Central Midfield,Midfielder,right,2.32876712328767,Sevilla FC,La Liga,0.14,0.21,0.14,0.0,0.0,0.07,0.0,0.08,0.08,0.13,0.2,0.14,1.13,0.49,43.8,0.13,0.29,19.5,0.0,0.0,0.0,0.08,0.08,0.07,0.06,0.06,50.61,60.28,84.0,1050.14,244.45,21.04,22.59,93.1,17.79,20.33,87.5,10.45,14.82,70.5,0.21,0.13,1.34,7.13,0.71,0.0,4.45,60.28,58.31,1.98,0.35,0.14,9.25,4.38,1.06,0.71,0.0,0.28,0.07,40.66,5.51,14.12,4.24,52.94,1.62,0.56,0.71,50.61,0.21,0.78,1.55,0.99,2.54,1.98,0.07,0.35,0.0,0.0,0.14,0.56,0.42,0.0,0.14,0.0,0.0,0.0,2.33,1.13,0.64,1.48,0.21,0.99,2.89,34.1,1.91,23.72,6.07,25.6,5.44,13.69,4.59,1.69,0.07,0.0,1.62,0.64,2.96,0.35,0.0,71.36,0.64,10.45,45.6,19.98,2.05,69.53,2.12,2.68,78.9,2.33,0.0,54.0,253.27,117.39,6.0,2.33,0.14,1.62,1.98,64.31,56.19,87.4,4.31,0.07,0.0,0.0,1.41,1.41,0.14,1.06,0.64,1.13,0.0,0.0,0.0,7.76,0.28,1.84,13.3
Ondrej Duda,6000000,27,1.81,Attacking Midfield,Midfielder,right,2.32876712328767,1. FC Köln,Bundesliga,0.28,0.04,0.16,0.12,0.16,0.24,0.0,0.3,0.17,0.11,0.29,0.28,2.27,0.69,30.4,0.07,0.24,20.2,0.08,0.12,0.16,0.3,0.17,0.08,-0.01,-0.01,30.35,40.58,74.8,560.9,133.66,14.08,17.08,82.4,10.14,13.35,76.0,5.15,7.95,64.8,0.04,0.11,1.1,2.92,1.06,0.2,3.53,40.58,36.15,4.42,1.42,0.16,8.12,1.83,1.26,1.5,0.32,0.81,0.0,25.4,7.26,7.91,5.52,31.81,1.79,0.24,0.32,30.35,0.45,1.18,1.7,1.3,3.41,1.99,0.32,0.45,0.28,0.28,0.08,0.16,0.08,0.0,0.04,0.0,0.04,0.0,1.3,0.89,0.28,0.65,0.37,0.45,1.34,33.3,0.89,18.87,5.15,27.3,3.04,9.5,6.33,1.06,0.04,0.0,1.01,1.38,2.68,0.57,0.0,54.41,0.77,5.84,29.13,22.76,3.04,50.11,2.19,3.33,65.9,2.39,0.04,36.32,175.37,65.33,3.45,1.14,0.37,2.68,1.79,48.73,35.46,72.8,6.78,0.24,0.0,0.0,2.15,2.11,0.08,1.26,1.38,0.89,0.0,0.0,0.0,8.64,1.14,1.83,38.4
Ondrej Petrák,200000,29,1.86,Defensive Midfield,Midfielder,right,0.326027397260274,Bohemians Prague 1905,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.03,0.03,0.01,0.04,0.0,0.78,0.22,28.6,0.0,0.0,23.1,0.0,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03,34.36,40.18,85.5,639.98,150.02,13.13,14.74,89.1,16.51,18.62,88.7,3.99,5.76,69.2,0.0,0.01,0.33,3.1,0.06,0.0,2.16,40.18,39.18,1.0,0.83,0.0,7.26,0.55,0.0,0.0,0.0,0.0,0.0,28.87,4.16,7.15,4.1,30.59,3.99,0.06,0.28,34.36,0.11,0.33,0.28,0.44,0.89,0.78,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.39,0.83,1.05,0.06,0.5,1.05,47.4,0.55,12.86,2.99,23.3,6.32,6.15,0.39,1.5,0.39,0.0,1.11,1.39,3.33,1.55,0.0,49.32,2.66,15.74,29.82,6.04,0.55,48.38,0.61,0.83,73.3,0.67,0.06,31.75,129.29,53.2,1.11,0.28,0.0,0.67,0.55,30.37,28.71,94.5,1.39,0.28,0.0,0.0,1.77,1.05,0.0,0.0,1.39,1.39,0.0,0.0,0.0,11.92,1.39,0.5,73.5
Orel Mangala,20000000,23,1.78,Defensive Midfield,Midfielder,right,2.32876712328767,VfB Stuttgart,Bundesliga,0.06,0.17,0.06,0.0,0.0,0.17,0.0,0.09,0.09,0.08,0.17,0.06,0.87,0.35,40.0,0.07,0.17,15.8,0.0,0.0,0.0,0.09,0.09,0.1,-0.03,-0.03,35.35,41.77,84.6,589.04,108.89,16.35,18.72,87.3,15.25,17.1,89.2,2.95,3.81,77.3,0.17,0.08,1.27,2.2,0.46,0.0,2.31,41.77,41.07,0.69,0.52,0.0,7.97,0.64,0.23,0.0,0.0,0.0,0.0,35.7,3.23,2.83,6.53,33.33,0.75,0.06,0.52,35.35,0.06,0.64,1.39,1.27,2.25,1.79,0.0,0.23,0.06,0.12,0.06,0.4,0.35,0.0,0.06,0.0,0.0,0.0,0.98,0.64,0.4,0.4,0.17,0.4,1.21,33.3,0.81,10.69,3.93,36.8,3.58,4.91,2.2,1.27,0.4,0.0,0.87,1.39,2.37,0.92,0.0,52.39,1.5,12.3,29.35,15.08,2.43,51.82,2.43,3.64,66.7,2.66,0.23,40.9,195.83,87.23,3.41,1.04,0.58,1.39,1.91,45.29,38.13,84.2,3.64,0.17,0.0,0.0,1.33,1.62,0.0,0.23,1.39,0.64,0.0,0.0,0.0,8.09,0.92,1.1,45.7
Oriol Romeu,5000000,30,1.83,Defensive Midfield,Midfielder,right,1.32602739726027,Southampton FC,Premier League,0.04,0.04,0.04,0.0,0.0,0.29,0.0,0.04,0.04,0.09,0.12,0.04,0.82,0.12,15.0,0.05,0.33,23.3,0.0,0.0,0.0,0.04,0.04,0.05,0.0,0.0,45.96,54.62,84.1,882.23,205.77,19.82,22.57,87.8,19.25,22.12,87.0,6.16,8.37,73.5,0.04,0.09,1.03,4.06,0.7,0.08,4.27,54.62,53.31,1.31,1.23,0.12,10.75,2.05,0.29,0.0,0.0,0.0,0.0,38.66,4.84,11.12,7.8,41.53,3.28,0.08,0.21,45.96,0.12,0.86,0.9,0.82,2.05,1.93,0.0,0.04,0.04,0.0,0.04,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.59,1.64,0.78,1.4,0.41,0.78,2.38,32.8,1.6,16.91,5.7,33.7,5.66,8.99,2.26,1.4,0.33,0.0,1.07,1.97,4.56,1.76,0.0,64.27,2.87,15.39,39.56,13.54,1.4,63.28,0.78,1.11,70.4,0.78,0.0,41.24,195.51,103.13,4.76,1.4,0.21,0.9,0.57,43.5,41.2,94.7,1.31,0.29,0.0,0.0,1.85,0.82,0.0,0.29,1.97,1.64,0.0,0.0,0.0,13.13,2.05,1.64,55.6
Óscar Rodríguez Arnaiz,10000000,23,1.74,Attacking Midfield,Midfielder,right,0.326027397260274,Getafe CF,La Liga,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.12,0.12,0.17,0.29,0.0,2.69,0.63,23.5,0.0,0.0,25.2,0.55,0.0,0.0,0.12,0.12,0.04,-0.12,-0.12,33.32,43.38,76.8,601.66,141.85,17.73,20.18,87.8,10.92,13.46,81.2,4.2,7.36,57.0,0.0,0.17,1.5,2.53,0.87,0.32,2.22,43.38,39.74,3.64,1.66,0.16,6.41,2.06,1.58,1.74,0.4,1.03,0.0,28.5,5.78,9.1,5.3,34.91,1.98,0.24,0.24,33.32,0.0,0.63,1.58,1.74,2.85,1.58,0.71,0.08,0.08,0.24,0.16,0.08,0.0,0.0,0.0,0.0,0.08,0.0,1.98,1.58,0.32,1.27,0.4,0.4,1.19,33.3,0.79,13.85,3.64,26.3,1.98,7.6,4.27,0.63,0.0,0.0,0.63,1.98,3.96,1.03,0.0,57.31,1.42,8.63,29.68,23.91,3.01,53.51,1.42,3.09,46.2,1.74,0.24,39.66,197.1,95.62,4.67,2.3,0.63,2.45,1.66,47.73,40.45,84.7,6.02,0.32,0.0,0.0,1.5,2.14,0.16,1.58,1.98,1.58,0.0,0.0,0.0,6.57,0.95,1.35,41.4
Óscar Trejo,3000000,33,1.8,Attacking Midfield,Midfielder,right,1.32602739726027,Rayo Vallecano,La Liga,0.18,0.53,0.0,0.18,0.18,0.53,0.0,0.19,0.06,0.23,0.29,0.18,0.83,0.35,42.9,0.0,0.0,25.6,0.0,0.18,0.18,0.19,0.06,0.07,-0.01,-0.06,36.13,47.33,76.3,633.54,192.2,18.39,21.16,86.9,12.38,14.97,82.7,4.48,8.96,50.0,0.53,0.23,2.59,4.13,1.3,0.18,4.95,47.33,40.31,7.01,2.95,0.12,7.84,1.47,2.0,3.01,1.41,0.88,0.35,32.65,4.77,9.9,2.89,41.26,1.77,0.24,0.24,36.13,0.29,0.83,1.36,1.0,4.77,2.77,1.3,0.18,0.18,0.18,0.18,0.65,0.53,0.06,0.0,0.0,0.0,0.06,1.59,1.06,0.65,0.59,0.35,0.53,1.71,31.0,1.18,24.64,5.84,23.7,4.77,12.14,7.72,1.3,0.0,0.0,1.3,0.47,2.06,0.83,0.0,61.47,0.83,7.19,34.18,24.87,2.83,55.34,2.95,5.07,58.1,3.24,0.47,42.79,206.82,107.74,5.78,2.42,0.53,2.18,3.12,49.98,42.26,84.6,5.72,0.53,0.0,0.0,2.65,3.6,0.18,2.0,0.47,1.06,0.0,0.0,0.0,7.9,1.24,2.0,38.2
Otávio,6000000,27,1.73,Defensive Midfield,Midfielder,right,0.326027397260274,Clube Atlético Mineiro,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02,0.02,0.01,0.04,0.0,0.94,0.24,25.0,0.0,0.0,29.9,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,49.12,55.16,89.0,978.07,234.77,18.05,19.15,94.3,22.83,25.03,91.2,7.22,9.18,78.6,0.0,0.01,0.47,2.9,0.39,0.0,3.22,55.16,53.75,1.41,1.41,0.0,7.53,2.28,0.24,0.0,0.0,0.0,0.0,43.94,3.45,7.77,5.57,46.84,2.12,0.0,0.16,49.12,0.08,0.55,0.94,0.63,1.41,0.94,0.0,0.08,0.16,0.0,0.24,0.08,0.08,0.0,0.0,0.0,0.0,0.0,3.37,2.43,1.73,1.49,0.16,1.33,3.37,39.5,2.04,22.99,6.59,28.7,7.69,13.18,2.12,0.94,0.31,0.0,0.63,1.33,4.71,1.26,0.0,63.87,2.43,18.67,43.47,5.02,0.16,62.54,0.47,0.71,66.7,0.55,0.0,43.47,190.99,80.98,2.43,0.31,0.0,0.39,0.47,46.92,45.12,96.2,0.63,0.24,0.0,0.0,1.96,0.86,0.0,0.24,1.33,2.43,0.0,0.0,0.0,9.42,0.55,0.94,36.8
Oussama Tannane,1500000,27,1.78,Attacking Midfield,Midfielder,left,0.326027397260274,Göztepe,La Liga,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.11,0.11,0.09,0.2,0.0,2.04,0.79,38.5,0.0,0.0,23.6,0.47,0.0,0.0,0.11,0.11,0.05,-0.11,-0.11,28.74,39.74,72.3,467.91,125.34,15.24,18.22,83.6,10.84,13.82,78.4,1.73,5.34,32.4,0.0,0.09,1.26,0.94,0.63,0.31,2.36,39.74,34.71,5.03,0.63,0.16,6.6,1.57,2.04,3.3,1.57,0.16,0.0,27.02,5.65,7.07,32.98,4.08,0.63,1.1,0.79,28.74,0.47,1.1,1.73,1.73,3.14,2.04,0.47,0.0,0.16,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.73,0.94,0.94,0.31,0.94,2.2,42.9,1.26,21.05,6.44,30.6,4.87,8.8,7.38,0.94,0.0,0.0,0.94,0.63,2.83,0.0,0.0,52.93,0.31,5.18,24.19,30.0,2.83,48.22,0.47,1.41,33.3,0.79,0.31,38.95,283.82,161.47,6.44,3.61,0.47,3.3,2.04,51.2,38.48,75.2,5.97,0.16,0.0,0.0,2.98,2.98,0.16,2.04,0.63,1.73,0.0,0.0,0.0,4.87,0.16,1.88,7.7
