ï»¿Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals.Against,Shots.on.Target.Against,Saves,Save.,Wins,Draws,Losses,Clean.Sheets,Clean.Sheet.Percentage,Penalty.Kicks.Attempted,Penalty.Kicks.Allowed,Penalty.Kicks.Saved,Penalty.Kicks.Missed,Save...Penalty.Kicks.,Free.Kick.Goals.Against,Corner.Kick.Goals.Against,Own.Goals.Scored.Against.Goalkeeper,PSxG,PSxG.SoT,PSxG.GA,Passes.Completed..Launched.,Passes.Attempted..Launched.,Pass.Completion.Percentage..Launched.,Passes.Attempted,Throws.Attempted,Launch.,Average.Pass.Length,Goal.Kicks,Launch...Goal.Kicks.,Avg..Length.of.Goal.Kicks,Crosses.Faced,Crosses.Stopped,Crosses.Stopped..,Def..Actions.Outside.Pen..Area,Avg..Distance.of.Def..Actions
Paul Bernardoni,Paul Bernardoni,0.131654445471885,6250000,2019-2020,23.0,1.9,Goalkeeper,left,Ligue 1,1.810511680821662,3.569985252493196,2.4142346311824485,57.10264180846431,0.2482723556889752,0.136977851414607,0.4879835956645375,0.2140278928353234,20.54667771219105,0.136977851414607,0.136977851414607,0.0,0.0,0.0,0.0,0.1401686462571609,0.0467228820857203,1.1643117370241598,0.2653945871158011,-0.136977851414607,4.682930295236877,14.228574315692306,28.166070697128568,18.49200994097195,2.688190334011663,43.83291245267425,36.29913062487086,6.155442197943904,66.17742446468202,47.42858105230768,5.804436453693973,0.4879835956645375,7.191337199266869,0.4879835956645375,13.012895884387667
Paul Bernardoni,Paul Bernardoni,0.1317972568540685,6250000,2018-2019,22.0,1.9,Goalkeeper,left,Ligue 1,1.7871502397788015,3.9894799224504296,2.748118144005553,59.499754208219926,0.3338835128231046,0.1797834299816717,0.3338835128231046,0.2225890085487364,22.51573432627603,0.1112945042743682,0.0941722728475423,0.0256833471402388,0.0,17.122231426825877,0.0,0.1284879257357308,0.0,1.3612173984326574,0.273955702829214,0.0599278099938905,5.590408560858649,16.129142004069976,29.62146036840877,18.543376635252425,3.647035293913912,48.96958188072201,38.439409553224095,6.532131289334072,72.34142777833934,51.79475006614828,6.515009057907247,0.4708613642377117,6.249614470791445,0.4537391328108858,12.58484009871702
Paul Nardi,Paul Nardi,0.1596312155004492,2075000,2020-2021,27.0,1.88,Goalkeeper,right,Ligue 1,2.2310176195931444,4.023724385304082,2.568334714023882,53.93502899450152,0.2225890085487364,0.1455389671280199,0.4879835956645375,0.1112945042743682,11.12945042743682,0.2225890085487364,0.1455389671280199,0.0342444628536517,0.0467228820857203,17.122231426825877,0.0,0.151849366778591,0.0,1.1728728527375727,0.2311501242621493,-0.4280557856706469,4.314802319560121,13.209801545796164,27.99484838286031,16.454464401179667,4.023724385304082,41.86385583858928,34.50129632505414,7.336876166394889,60.44147693669535,46.48685832383226,6.703353603602332,0.3338835128231046,4.280557856706469,0.5222280585181893,12.75606241298528
PÃ©ter GulÃ¡csi,PÃ©ter GulÃ¡csi,0.2032482595825492,12000000,2020-2021,31.0,1.9,Goalkeeper,right,Bundesliga,0.9771521156577336,2.1698771010415294,1.3503527023649002,60.43992440240141,0.5401410809459601,0.2235066541845352,0.1676299906384014,0.4190749765960035,42.373136522484806,0.0838149953192007,0.0838149953192007,0.0,0.0,0.0,0.0,0.064427612021389,0.0,0.6891455170689836,0.27007054047298,-0.1583172133807124,3.864802561940922,7.75754345565491,46.37763074329106,28.30153008611677,4.824018619482885,22.5369209636073,28.21771509079757,4.684326960617551,17.973660107339708,25.61013745864466,5.252406373336577,0.3352599812768028,6.0533052174978295,1.4993571384879238,17.41489347187837
PÃ©ter GulÃ¡csi,PÃ©ter GulÃ¡csi,0.1871787480552952,10750000,2019-2020,30.0,1.9,Goalkeeper,right,Bundesliga,1.138221145711206,3.408476476314162,2.384070977968376,67.6107628908219,0.4656388628844484,0.3538855357921808,0.1210661043499565,0.288696094988358,29.14899281656647,0.0558766635461338,0.0558766635461338,0.0,0.0,0.0,0.0,0.2684483834224542,0.0,1.0989077164072982,0.288696094988358,0.1024405498345786,4.805393064967507,11.585094908565075,38.64802561940922,30.32240275103528,5.326908591398089,28.403970635951357,30.825292722950486,6.574820743928411,32.96723149221894,32.78097594706517,7.068397938585926,0.5494538582036491,7.263966260997394,1.3969165886533452,16.017976883225025
PÃ©ter GulÃ¡csi,PÃ©ter GulÃ¡csi,0.2305475096478516,11000000,2018-2019,29.0,1.9,Goalkeeper,right,Bundesliga,0.8912486329625481,3.091842049552737,2.467885973287576,73.29155701801218,0.5401410809459601,0.2607577632152911,0.1396916588653345,0.4563260856267594,45.16696969979149,0.1396916588653345,0.1117533270922676,0.0,0.0322138060106945,0.0,0.0322138060106945,0.128855224042778,0.0322138060106945,0.9219649485112078,0.2514449859576022,0.1769427678960904,7.2453407064820174,17.740840675897484,38.08925898394788,22.695238176988017,3.5574809124371853,50.661508281827984,41.25560325156213,6.248873539909297,80.2761399612789,57.366707907364045,6.938019056978281,0.4283877538536925,5.77392189976716,1.2013482662418768,15.924849110648136
PÃ©ter GulÃ¡csi,PÃ©ter GulÃ¡csi,0.1198561326574813,6125000,2017-2018,28.0,1.9,Goalkeeper,right,Bundesliga,1.696593783229911,4.032432552579323,2.6820798502144227,62.48873539909297,0.4190749765960035,0.2235066541845352,0.279383317730669,0.1676299906384014,16.949254608993922,0.1396916588653345,0.1396916588653345,0.0,0.0,0.0,0.0,0.2899242540962506,0.0,1.4341676976841011,0.3073216495037359,-0.0279383317730669,6.379252421516942,15.524399688567511,38.275514529101656,24.576419183041185,4.004494220806256,43.11815870309992,37.15798125817898,5.531789691067247,69.84582943266726,51.40653046244311,7.841358450974111,0.6798327398112947,8.008988441612512,0.90333939399583,15.924849110648136
Petr Äech,Petr Äech,0.1474008248001545,4500000,2017-2018,36.0,1.96,Goalkeeper,left,Premier League,1.4252557490669422,3.805913432414594,2.480817917987524,66.45403820472603,0.4682668359253558,0.1793362350352426,0.3586724700704853,0.3287830975646115,32.28052230634368,0.1793362350352426,0.1494468625293688,0.0298893725058737,0.0,16.638417361603068,0.0,0.240888295616948,0.0,1.464579252787815,0.3487093459018607,0.0498156208431229,5.280455809371033,13.68933260769019,38.45765929089092,24.04101861889114,6.396325716256988,39.75286543281212,37.9595030824597,6.57566195129223,62.0702635705312,51.409720710102896,8.638028654197521,0.9166074235134624,10.560911618742066,0.7671605609840936,14.944686252936888
Philipp Tschauner,Philipp Marcus Tschauner,0.1469323284318374,1500000,2017-2018,33.0,1.96,Goalkeeper,right,Bundesliga,1.5570006238502343,4.563260856267594,3.2129081539026942,66.7726129376299,0.27007054047298,0.27007054047298,0.3911366448229366,0.1490044361230235,14.99357138487924,0.0931277725768896,0.0558766635461338,0.0,0.0322138060106945,0.0,0.0322138060106945,0.4187794781390286,0.0,1.4341676976841011,0.288696094988358,0.0745022180615117,8.139367323220158,17.39626791736299,43.58379756598437,25.591511904129284,4.50738419272146,45.91199188040661,36.13357575983319,7.571287910501131,58.763624496017385,42.55939206763858,8.921640612866032,0.298008872246047,3.166344267614249,0.6332688535228499,14.24854920426412
Pierluigi Gollini,Pierluigi Gollini,0.161643998113119,17000000,2020-2021,26.0,1.94,Goalkeeper,right,Serie A,1.2052805240305329,2.3061021435119358,1.4379225130133244,57.78820665506379,0.524525193426244,0.2984367479838975,0.1175659916300202,0.3436544370723668,32.55673614369791,0.2260884454423466,0.1537401429007957,0.0723483025415509,0.0,30.114980932920567,0.0,0.1437490533247424,0.0442304779460745,0.931484395222468,0.2893932101662037,-0.0090435378176938,4.4132464550346056,10.192067120540983,39.15851875061443,20.76396282942511,3.0928899336513016,31.20020547104383,32.01412387463628,4.458464144123075,61.3151864039644,47.47857354289279,5.100555329179339,0.262262596713122,4.70263966520081,0.8681796304986109,14.740966642840998
Pierluigi Gollini,Pierluigi Gollini,0.1456494225840558,12250000,2019-2020,25.0,1.94,Goalkeeper,right,Serie A,1.448548152733943,3.1923688496459337,2.197579689699609,61.58649253849521,0.533568731243938,0.2532190588954282,0.1446966050831018,0.2260884454423466,21.88536151881915,0.1718272185361834,0.1718272185361834,0.0,0.0,0.0,0.0663457169191118,0.1326914338382237,0.0995185753786678,0.9767020843109374,0.2441755210777343,-0.1266095294477141,5.308556698986298,11.910339305902818,40.2437432887377,21.387966938845988,4.829249194648523,33.55152530364424,33.4610899254673,5.923517270589481,60.68213875672582,47.47857354289279,5.842125430230237,0.4250462774316116,6.511347228739583,1.0400068490347942,14.198354373779368
Pierluigi Gollini,Pierluigi Gollini,0.1764876551050134,4750000,2018-2019,24.0,1.94,Goalkeeper,right,Serie A,1.1610500460844582,3.074802858015914,2.260884454423466,66.4700029600499,0.4973945799731625,0.2713061345308159,0.1356530672654079,0.1808707563538772,18.087075635387727,0.1356530672654079,0.1356530672654079,0.0,0.0,0.0,0.1105761948651865,0.0552880974325932,0.0,0.8591360926809171,0.2260884454423466,-0.0904353781769386,4.883510421554687,12.480082188417532,35.36023286718301,20.52883084616507,3.662632816166015,34.6367498417675,33.18978379093648,5.96873495967795,69.90654733077356,52.27164858627053,6.918306430535806,0.3617415127077545,4.70263966520081,0.7687007145039785,14.379225130133245
Pietro Terracciano,Pietro Terracciano,0.1670282087751431,866666,2018-2019,29.0,1.93,Goalkeeper,right,Serie A,1.4374905332474244,4.069592017962239,2.8939321016620365,64.29955388380337,0.0904353781769386,0.2713061345308159,0.5426122690616318,0.1808707563538772,18.087075635387727,0.0,0.0,0.0,0.0,,0.0,0.1105761948651865,0.1105761948651865,1.1847034541178962,0.262262596713122,0.0994789159946325,4.069592017962239,9.94789159946325,36.9880696743679,19.714912442572626,4.431333530669994,36.53589278348321,32.64717152187485,7.0539594978012135,25.50277664589669,30.6575932019822,8.500925548632232,0.7234830254155091,7.687007145039784,0.5426122690616318,12.751388322948348
Predrag RajkoviÄ,Predrag RajkoviÄ,0.2077080854596937,8666666,2020-2021,26.0,1.92,Goalkeeper,right,Ligue 1,1.5652165498716304,3.681279756767564,2.6539458711580117,61.04075503663425,0.2140278928353234,0.3510057442499305,0.3082001656828658,0.2311501242621493,23.115012426214932,0.1626611985548458,0.0941722728475423,0.0428055785670647,0.0350421615642902,28.508515325665083,0.0,0.2569758514714617,0.0350421615642902,1.1471895055973338,0.2482723556889752,0.0171222314268258,5.718825296559843,16.95957022827103,28.85095995420161,26.060036231628988,3.681279756767564,39.124298810297134,34.84374095359066,8.047448770608163,53.67819552309913,42.54874509566231,8.30428224201055,0.4965447113779504,5.051058270913634,0.5136669428047763,11.985561998778117
Predrag RajkoviÄ,Predrag RajkoviÄ,0.2232821956657213,5833333,2019-2020,25.0,1.92,Goalkeeper,right,Ligue 1,0.7826082749358152,2.662506986871424,2.0632288869325186,68.31770339303525,0.3167612813962787,0.3510057442499305,0.1883445456950846,0.3766890913901693,38.011353767553445,0.1626611985548458,0.0342444628536517,0.0941722728475423,0.0467228820857203,64.20836785059704,0.0467228820857203,0.0817650436500105,0.0,0.847550455627881,0.2311501242621493,0.273955702829214,4.503146865255205,12.396495553021936,31.076850039688967,25.238169123141343,3.7754520296151055,30.477571939750064,31.16246119682309,6.403714553632879,45.80196906675922,38.52502071035823,8.081693233461815,0.8218671084876421,8.732338027681196,0.5051058270913634,11.985561998778117
RafaÅ Gikiewicz,RafaÅ Gikiewicz,0.1899673007140557,1500000,2020-2021,34.0,1.9,Goalkeeper,right,Bundesliga,1.7395455245775036,4.712265292390617,3.3991636990564733,66.58635739247612,0.27007054047298,0.1676299906384014,0.4935771946575153,0.1955683224114683,19.184321150839278,0.27007054047298,0.1676299906384014,0.0558766635461338,0.064427612021389,23.28194314422242,0.0,0.128855224042778,0.0966414180320835,1.424854920426412,0.2514449859576022,0.0279383317730669,7.012521275039793,17.88984511202051,36.506086850140754,30.15477276039688,5.885675226859428,40.41745329837012,34.92291471633363,8.157992877735536,54.66600250263424,43.58379756598437,10.979764386815292,0.7077710715843616,6.0533052174978295,0.7077710715843616,13.410399251072114
RafaÅ Gikiewicz,RafaÅ Gikiewicz,0.1368142286251185,1233333,2019-2020,33.0,1.9,Goalkeeper,right,Bundesliga,1.7610213952513,4.516696969979149,3.073216495037359,63.42001312486187,0.3352599812768028,0.1396916588653345,0.4470133083690704,0.2235066541845352,22.5369209636073,0.1117533270922676,0.0838149953192007,0.0279383317730669,0.0,23.28194314422242,0.0,0.2899242540962506,0.0322138060106945,1.44348047494179,0.279383317730669,-0.0558766635461338,11.622346017595833,25.116560263987147,43.11815870309992,30.676288286827457,3.501604248891052,57.27358013478715,44.14256420144571,7.589913465016509,76.55102905820331,56.52855795417204,8.325622868373937,0.7915860669035623,8.847138394804519,0.6518944080382277,14.24854920426412
