ï»¿Player_SN,Player_LN,avg_playerankIndex,Player Valuation,scouting_period,Age,Gen_Pos,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won,longName
Rony Lopes,Marcos Paulo Mesquita Lopes,0.1939448282292355,19333333,2017-2018,23.0,Winger,1.74,Right Winger,left,Ligue 1,0.53,0.18,0.53,0.0,0.0,0.07,0.0,0.35,0.35,0.2,0.54,2.49,1.14,45.7,0.21,0.47,17.3,0.07,0.14,0.18,0.18,20.59,29.91,68.8,309.36,89.96,11.45,13.97,81.9,7.15,10.28,69.6,1.39,3.52,39.4,1.39,1.42,1.53,0.39,2.38,29.05,0.85,0.21,0.07,8.11,0.64,2.92,0.21,0.0,0.0,0.0,21.34,3.31,5.26,20.45,7.68,0.92,0.43,0.25,0.11,0.75,1.0,1.56,2.84,1.88,0.07,0.21,0.28,0.25,0.14,0.43,0.25,0.0,0.04,0.07,0.07,0.0,1.64,0.92,0.46,0.68,0.5,0.39,2.13,18.3,1.74,19.98,5.44,27.2,3.66,9.32,7.01,1.46,0.0,0.0,1.46,0.64,2.28,0.32,0.04,43.38,0.39,5.41,16.0,25.92,4.84,42.56,1.64,2.92,56.1,2.03,0.18,32.71,215.03,131.07,6.51,1.81,1.49,2.77,1.81,42.14,31.22,74.1,8.93,0.0,1.35,1.46,0.21,0.04,0.0,0.0,5.51,0.25,0.71,25.9,Marcos Paulo Mesquita Lopes
RubÃ©n GarcÃ­a,RubÃ©n GarcÃ­a Santos,0.1653279904464782,10000000,2020-2021,28.0,Winger,1.71,Right Winger,left,La Liga,0.1,0.17,0.07,0.03,0.03,0.07,0.0,0.11,0.09,0.17,0.26,0.99,0.23,23.3,0.07,0.29,22.9,0.07,0.09,-0.01,-0.02,26.59,40.13,66.3,534.7,170.86,11.72,15.3,76.6,8.77,12.62,69.6,5.36,9.87,54.4,1.69,2.32,1.36,0.73,2.52,35.4,4.74,1.72,0.0,7.09,2.88,3.01,1.89,0.73,0.86,0.1,20.89,6.95,12.28,29.57,4.64,3.18,0.93,0.23,0.23,1.59,1.46,1.79,2.62,1.59,0.73,0.07,0.0,0.17,0.07,0.3,0.2,0.03,0.0,0.0,0.03,0.03,1.66,1.29,0.93,0.56,0.17,0.56,1.39,40.5,0.83,13.97,4.44,31.8,4.54,6.03,3.41,1.79,0.1,0.0,1.69,0.89,2.55,0.93,0.0,50.96,1.32,7.42,24.3,22.55,1.95,46.42,0.89,1.82,49.1,1.03,0.17,30.36,140.2,70.53,3.81,1.62,0.23,1.82,1.26,46.36,33.38,72.0,5.5,0.0,1.49,1.46,0.2,0.03,0.0,0.0,6.62,1.95,2.28,46.1,RubÃ©n GarcÃ­a Santos
RubÃ©n GarcÃ­a,RubÃ©n GarcÃ­a Santos,0.1768065732561901,6166666,2019-2020,27.0,Winger,1.71,Right Winger,left,La Liga,0.33,0.08,0.29,0.04,0.04,0.25,0.0,0.27,0.23,0.16,0.4,2.14,0.78,36.5,0.13,0.37,19.7,0.37,0.11,0.06,0.05,29.58,42.04,70.4,563.61,185.51,13.78,16.82,81.9,10.2,13.57,75.2,4.94,9.58,51.5,2.06,2.55,1.36,0.45,3.66,35.79,6.25,1.81,0.04,7.73,3.17,2.63,3.46,1.11,1.44,0.16,20.81,9.3,11.93,32.99,3.62,2.96,0.9,0.45,0.08,1.28,0.49,1.52,4.03,2.1,1.44,0.16,0.25,0.08,0.0,0.29,0.21,0.04,0.04,0.0,0.0,0.0,2.1,1.07,0.7,1.07,0.33,0.37,1.48,25.0,1.11,16.78,5.18,30.9,3.5,9.05,4.24,1.89,0.25,0.0,1.65,0.37,2.47,0.9,0.0,55.69,0.95,6.7,26.78,25.05,2.47,49.36,1.28,1.81,70.5,1.28,0.12,34.63,152.19,82.27,4.48,1.4,0.37,2.76,1.89,48.91,36.44,74.5,7.77,0.0,2.06,1.4,0.29,0.0,0.0,0.0,6.66,1.19,2.34,33.7,RubÃ©n GarcÃ­a Santos
RubÃ©n Rochina,RubÃ©n Rochina Naixes,0.1671516744662773,3266666,2020-2021,30.0,Winger,1.82,Right Winger,left,La Liga,0.0,0.06,0.0,0.0,0.0,0.32,0.0,0.11,0.11,0.13,0.24,2.31,0.51,22.2,0.0,0.0,24.4,0.0,0.05,-0.11,-0.11,38.46,53.33,72.1,848.65,245.83,14.42,17.05,84.6,14.1,17.69,79.7,9.04,16.54,54.7,1.03,4.74,1.86,0.38,5.38,49.62,3.72,1.79,0.13,9.42,4.04,1.79,1.28,0.83,0.26,0.06,29.49,7.24,16.6,42.37,7.63,1.41,0.26,0.51,0.45,2.24,1.47,1.6,2.95,1.92,0.26,0.13,0.0,0.38,0.26,0.19,0.13,0.0,0.0,0.0,0.0,0.06,2.69,1.99,0.96,1.22,0.51,0.83,2.56,32.5,1.73,21.6,6.54,30.3,5.58,11.22,4.81,1.6,0.13,0.0,1.47,1.41,4.1,0.9,0.0,67.69,1.79,14.17,35.13,22.76,1.41,64.17,2.63,3.33,78.8,2.88,0.13,47.18,229.42,111.92,4.04,1.41,0.06,2.05,2.31,54.36,46.92,86.3,4.36,0.0,2.44,2.31,0.0,0.0,0.0,0.0,9.74,1.41,0.83,62.9,RubÃ©n Rochina Naixes
RubÃ©n Rochina,RubÃ©n Rochina Naixes,0.1747138540088297,3600000,2019-2020,29.0,Winger,1.82,Right Winger,left,La Liga,0.24,0.14,0.24,0.0,0.0,0.24,0.0,0.12,0.12,0.12,0.25,2.83,0.67,23.7,0.08,0.36,25.1,0.14,0.05,0.12,0.12,33.6,46.42,72.4,698.02,228.48,15.65,18.1,86.5,10.75,13.39,80.3,6.91,13.68,50.5,1.15,4.85,1.15,0.48,4.56,41.66,4.75,1.39,0.43,7.73,3.07,1.73,1.25,0.82,0.19,0.0,25.39,8.06,12.96,38.3,5.14,1.2,0.77,0.38,0.48,1.58,0.48,1.15,2.83,2.02,0.14,0.1,0.19,0.24,0.14,0.34,0.24,0.0,0.0,0.05,0.05,0.0,2.11,1.2,1.2,0.53,0.38,0.91,2.26,40.4,1.34,16.03,4.27,26.6,4.75,7.54,3.74,1.3,0.0,0.0,1.3,0.62,2.74,1.39,0.0,61.49,1.78,12.38,33.31,19.34,1.25,57.02,2.02,3.12,64.6,2.21,0.05,42.86,187.06,92.35,4.46,1.25,0.14,1.73,2.4,49.1,42.67,86.9,4.94,0.0,1.54,2.69,0.1,0.05,0.0,0.0,8.02,0.91,0.96,48.7,RubÃ©n Rochina Naixes
RubÃ©n Rochina,RubÃ©n Rochina Naixes,0.16402767437676,3000000,2018-2019,28.0,Winger,1.82,Right Winger,left,La Liga,0.2,0.25,0.2,0.0,0.0,0.65,0.1,0.12,0.12,0.23,0.35,2.4,0.6,25.0,0.08,0.33,24.5,0.2,0.05,0.09,0.09,35.15,51.05,68.9,716.6,244.1,15.75,18.15,86.8,11.4,15.65,72.8,7.25,15.05,48.2,1.4,5.1,1.45,0.25,4.75,45.05,6.0,2.15,0.3,8.55,2.8,1.75,2.0,0.7,0.05,0.05,29.3,7.35,14.4,40.35,8.65,1.15,0.2,0.15,0.55,1.5,1.5,1.6,3.45,1.85,0.6,0.3,0.25,0.3,0.15,0.5,0.25,0.15,0.05,0.05,0.0,0.0,3.0,1.95,1.3,1.45,0.25,1.05,4.2,25.0,3.15,23.45,5.0,21.3,6.95,12.1,4.4,2.0,0.0,0.0,2.0,0.7,3.7,1.3,0.0,67.1,1.6,12.25,39.2,20.75,1.25,61.6,3.45,4.55,75.8,3.5,0.2,48.4,231.65,127.2,6.6,1.65,0.25,1.8,3.15,48.6,43.6,89.7,4.05,0.1,3.5,2.9,0.05,0.0,0.0,0.0,9.85,0.7,0.9,43.8,RubÃ©n Rochina Naixes
Ruben Vargas,RubÃ©n Estephan Vargas MartÃ­nez,0.1913760034323008,13000000,2020-2021,23.0,Winger,1.79,Left Winger,right,Bundesliga,0.34,0.17,0.34,0.0,0.0,0.11,0.06,0.21,0.21,0.15,0.36,2.12,0.73,34.2,0.16,0.46,15.5,0.06,0.1,0.12,0.12,23.11,30.26,76.4,413.37,90.61,10.78,12.79,84.3,9.71,11.78,82.5,2.4,3.8,63.2,1.4,1.62,1.01,0.06,2.62,29.03,1.23,0.0,0.28,7.82,0.5,0.89,0.06,0.06,0.0,0.0,20.27,5.47,4.52,3.91,23.73,1.01,1.17,0.06,0.06,0.5,1.01,1.73,2.29,1.73,0.0,0.11,0.11,0.34,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.28,0.73,0.45,0.73,0.11,0.22,1.17,19.0,0.95,14.91,4.97,33.3,3.8,6.87,4.24,2.18,0.17,0.0,2.01,1.56,2.85,1.12,0.06,46.84,1.23,9.38,23.11,19.54,3.85,45.61,2.4,4.8,50.0,2.62,0.28,33.55,201.5,102.9,4.91,2.34,0.67,2.01,1.95,45.5,30.15,66.3,5.69,0.0,1.67,1.95,0.56,0.0,0.0,0.0,7.82,0.84,1.84,31.3,RubÃ©n Estephan Vargas MartÃ­nez
Ruben Vargas,RubÃ©n Estephan Vargas MartÃ­nez,0.1864621753461494,8500000,2019-2020,22.0,Winger,1.79,Left Winger,right,Bundesliga,0.21,0.04,0.21,0.0,0.0,0.28,0.0,0.25,0.25,0.12,0.36,2.13,0.92,43.3,0.1,0.23,16.3,0.0,0.11,-0.03,-0.03,14.94,23.37,63.9,247.91,84.88,7.65,10.35,73.9,5.37,8.11,66.2,1.35,2.92,46.3,0.75,1.25,0.68,0.11,2.63,22.16,1.21,0.14,0.07,5.41,0.21,1.0,0.14,0.04,0.07,0.04,12.56,5.8,5.02,3.06,17.5,1.32,0.92,0.07,0.18,0.89,0.57,1.57,2.17,1.28,0.07,0.28,0.21,0.21,0.11,0.18,0.11,0.0,0.0,0.0,0.07,0.0,1.25,0.85,0.53,0.46,0.25,0.5,1.53,32.6,1.03,19.71,4.8,24.4,5.09,9.0,5.62,1.35,0.11,0.0,1.25,1.03,2.28,1.1,0.04,37.17,1.28,7.22,17.72,15.97,3.42,36.07,2.06,4.27,48.3,2.38,0.25,27.43,163.35,107.72,5.34,1.71,1.07,2.42,1.71,35.04,24.37,69.5,6.12,0.0,1.42,1.42,0.21,0.04,0.0,0.0,6.12,0.71,1.81,28.2,RubÃ©n Estephan Vargas MartÃ­nez
Ryan Babel,Ryan Guno Babel,0.1936780823520109,5500000,2018-2019,33.0,Winger,1.85,Left Winger,right,Premier League,0.36,0.22,0.36,0.0,0.0,0.22,0.0,0.35,0.35,0.16,0.5,1.8,0.65,36.0,0.2,0.56,16.5,0.0,0.19,0.01,0.01,29.5,37.05,79.6,464.6,122.09,16.69,18.99,87.9,9.64,11.15,86.5,2.3,4.68,49.2,1.65,1.87,0.65,0.22,2.16,34.89,2.16,0.5,0.0,6.98,1.22,1.22,1.08,0.43,0.29,0.14,26.91,4.75,5.4,2.59,32.73,0.94,0.29,0.22,0.14,0.58,0.58,1.8,3.02,2.01,0.43,0.36,0.07,0.07,0.07,0.36,0.29,0.0,0.07,0.0,0.0,0.0,0.79,0.58,0.43,0.22,0.14,0.22,0.58,37.5,0.36,15.32,3.88,25.4,4.53,6.4,4.39,1.22,0.0,0.0,1.22,0.79,1.58,0.72,0.0,48.27,1.51,5.97,25.9,20.65,2.52,46.12,2.66,3.31,80.4,2.73,0.22,40.86,214.32,103.67,5.32,2.01,0.86,2.23,2.23,53.02,37.41,70.6,7.91,0.0,1.01,1.44,0.65,0.0,0.0,0.0,4.53,0.58,1.15,33.3,Ryan Guno Babel
Ryan Sessegnon,Kouassi Ryan Sessegnon,0.174468257959936,20750000,2020-2021,22.0,Winger,1.78,Left Midfield,left,Bundesliga,0.11,0.17,0.11,0.0,0.0,0.23,0.0,0.03,0.03,0.1,0.14,0.29,0.11,40.0,0.4,1.0,10.6,0.0,0.11,0.08,0.08,41.57,53.41,77.8,736.81,264.63,18.7,20.53,91.1,18.47,23.5,78.6,3.77,6.63,56.9,0.91,2.92,1.43,0.69,4.12,44.6,8.81,0.57,0.0,6.18,1.03,3.03,0.0,0.0,0.0,0.0,32.31,10.81,10.29,37.8,5.03,1.6,8.23,0.06,0.17,1.14,1.83,1.94,1.49,1.37,0.0,0.06,0.06,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.69,1.43,1.6,0.57,0.51,0.8,2.23,35.9,1.43,18.07,5.55,30.7,7.15,7.32,3.6,2.57,0.17,0.0,2.4,1.14,3.83,2.69,0.0,65.53,3.49,18.53,31.73,19.67,1.83,56.95,0.8,1.83,43.8,0.86,0.06,39.91,202.99,113.84,4.46,1.94,0.34,1.03,1.32,43.28,38.2,88.2,3.03,0.0,2.0,0.46,0.46,0.0,0.0,0.0,8.69,0.86,1.37,38.5,Kouassi Ryan Sessegnon
Ryan Sessegnon,Kouassi Ryan Sessegnon,0.1837896542480044,35000000,2018-2019,20.0,Winger,1.78,Left Midfield,left,Premier League,0.08,0.23,0.08,0.0,0.0,0.0,0.0,0.13,0.13,0.19,0.32,1.06,0.39,37.0,0.07,0.2,14.6,0.0,0.12,-0.05,-0.05,22.54,32.13,70.2,366.46,140.95,11.66,14.36,81.2,8.88,12.09,73.5,1.64,4.27,38.5,1.33,1.21,0.59,0.16,2.07,28.25,3.87,0.27,0.12,5.2,0.82,1.92,1.06,0.16,0.55,0.08,20.78,4.97,6.38,24.5,3.56,1.1,2.47,0.08,0.12,0.63,1.41,1.49,2.78,1.76,0.51,0.35,0.08,0.04,0.04,0.35,0.27,0.04,0.04,0.0,0.0,0.0,1.64,1.13,0.82,0.63,0.2,0.35,0.98,36.0,0.63,21.6,4.93,22.8,7.75,9.31,4.54,1.84,0.08,0.0,1.76,1.06,2.7,1.17,0.0,44.96,2.35,10.92,20.03,17.26,3.52,41.2,1.21,2.27,53.4,1.29,0.12,30.44,144.78,94.15,4.7,1.25,0.7,2.0,2.43,39.83,26.96,67.7,5.44,0.0,0.86,1.02,0.63,0.0,0.0,0.0,7.08,0.74,1.6,31.7,Kouassi Ryan Sessegnon
SaÃ¯d Benrahma,Mohamed SaÃ¯d Benrahma,0.1850793012297912,22000000,2020-2021,26.0,Winger,1.72,Left Winger,right,Premier League,0.06,0.39,0.06,0.0,0.0,0.0,0.0,0.15,0.15,0.28,0.43,2.26,0.71,31.4,0.03,0.09,19.9,0.06,0.07,-0.08,-0.08,26.59,34.1,78.0,413.64,118.08,15.27,17.08,89.4,8.54,10.74,79.5,1.88,4.27,43.9,1.75,2.65,1.42,0.39,3.04,33.32,0.78,0.06,0.19,5.31,0.65,2.52,0.0,0.0,0.0,0.0,25.43,3.95,4.72,4.79,27.82,0.84,0.32,0.19,0.19,0.52,1.1,1.04,3.56,3.17,0.0,0.19,0.06,0.06,0.06,0.58,0.58,0.0,0.0,0.0,0.0,0.0,2.01,1.36,0.65,0.97,0.39,0.52,1.81,28.6,1.29,18.57,4.72,25.4,5.24,9.19,4.14,0.97,0.0,0.0,0.97,0.84,2.85,0.65,0.0,48.72,0.91,7.31,21.8,24.0,3.95,47.94,3.11,5.37,57.8,3.49,0.45,40.44,240.95,137.17,8.02,2.07,0.97,2.07,2.78,46.52,34.49,74.1,5.56,0.0,0.97,1.36,0.13,0.0,0.06,0.0,8.02,0.19,0.97,16.7,Mohamed SaÃ¯d Benrahma
Salomon Kalou,Salomon Armand Magloire Kalou,0.1888287698428083,3250000,2018-2019,34.0,Winger,1.84,Left Winger,right,Bundesliga,0.31,0.08,0.19,0.12,0.12,0.0,0.0,0.34,0.26,0.16,0.41,1.75,0.54,31.1,0.11,0.36,13.7,0.04,0.15,-0.03,-0.06,19.77,27.7,71.4,312.65,94.74,10.84,14.22,76.2,6.95,9.63,72.2,1.55,2.49,62.5,1.05,1.83,1.09,0.08,3.15,26.69,1.01,0.12,0.19,6.53,0.35,1.01,0.0,0.0,0.0,0.0,19.38,5.05,3.26,2.95,21.6,1.75,0.31,0.47,0.35,0.51,1.2,1.13,2.29,1.55,0.0,0.35,0.16,0.16,0.08,0.31,0.19,0.0,0.08,0.0,0.04,0.0,0.74,0.51,0.19,0.47,0.08,0.16,0.82,19.0,0.66,17.91,3.53,19.7,2.8,9.71,5.4,1.28,0.16,0.0,1.13,0.27,1.01,0.78,0.0,39.62,0.93,4.51,20.39,18.61,4.31,38.57,2.72,3.61,75.3,2.8,0.04,31.58,165.2,100.99,5.24,1.9,1.09,2.52,2.45,45.1,29.37,65.1,8.7,0.0,1.2,1.05,0.66,0.04,0.0,0.0,5.24,0.97,2.29,29.8,Salomon Armand Magloire Kalou
Salomon Kalou,Salomon Armand Magloire Kalou,0.1941369568663759,3500000,2017-2018,33.0,Winger,1.84,Left Winger,right,Bundesliga,0.49,0.12,0.45,0.04,0.08,0.0,0.0,0.41,0.35,0.1,0.45,1.96,0.9,45.8,0.23,0.5,15.1,0.0,0.18,0.08,0.1,18.17,25.87,70.2,273.18,85.84,10.23,13.08,78.2,6.19,9.0,68.8,1.18,2.04,58.0,0.69,1.47,0.49,0.08,2.53,25.34,0.53,0.08,0.04,6.56,0.29,0.61,0.0,0.0,0.0,0.0,16.95,4.85,4.07,2.93,19.56,1.67,0.16,0.49,0.16,0.65,0.69,1.3,1.39,1.1,0.0,0.12,0.04,0.12,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.73,0.45,0.41,0.24,0.08,0.29,1.1,25.9,0.81,17.56,4.32,24.6,3.59,9.74,4.24,1.63,0.16,0.0,1.47,0.53,1.26,0.69,0.0,38.26,1.14,5.87,19.39,16.34,3.71,37.69,1.71,2.89,59.2,1.87,0.04,27.7,152.38,96.72,4.93,1.83,0.69,2.4,1.71,39.28,26.69,67.9,6.56,0.0,1.02,1.47,0.45,0.0,0.0,0.0,6.23,1.43,2.24,38.9,Salomon Armand Magloire Kalou
Samu Castillejo,Samuel Castillejo Azuaga,0.1765515453137464,11000000,2020-2021,27.0,Winger,1.82,Right Winger,left,Serie A,0.08,0.0,0.08,0.0,0.0,0.38,0.0,0.15,0.15,0.05,0.21,1.91,0.53,28.0,0.04,0.14,17.7,0.08,0.08,-0.08,-0.08,27.82,35.28,78.8,480.1,117.28,13.79,15.77,87.4,10.44,12.19,85.6,2.82,4.8,58.7,0.76,1.75,1.22,0.3,2.82,33.38,1.91,0.69,0.08,6.48,0.99,2.13,0.53,0.15,0.0,0.0,27.21,3.43,4.65,28.81,4.88,0.53,0.69,0.08,0.15,0.3,1.22,1.37,2.06,1.45,0.15,0.08,0.08,0.3,0.0,0.23,0.15,0.0,0.0,0.0,0.08,0.0,2.13,1.3,0.91,0.99,0.23,1.3,3.12,41.5,1.83,25.0,6.25,25.0,4.95,12.42,7.62,1.37,0.0,0.0,1.37,0.99,3.12,0.69,0.0,48.09,0.99,7.09,22.94,22.63,3.51,46.26,1.83,3.28,55.8,2.06,0.15,38.79,243.78,124.75,5.72,1.98,0.99,1.45,1.98,45.04,33.99,75.5,4.34,0.0,2.13,2.74,0.3,0.08,0.0,0.0,6.4,0.76,1.52,33.3,Samuel Castillejo Azuaga
Samu Castillejo,Samuel Castillejo Azuaga,0.1754047676316221,13333333,2019-2020,26.0,Winger,1.82,Right Winger,left,Serie A,0.15,0.22,0.15,0.0,0.0,0.22,0.0,0.22,0.22,0.22,0.43,2.31,0.6,25.8,0.06,0.25,16.9,0.0,0.1,-0.07,-0.07,31.41,41.69,75.4,517.89,149.48,17.64,19.8,89.1,9.9,12.73,77.8,3.2,7.37,43.4,3.05,1.86,1.56,0.37,2.98,37.97,3.72,0.74,0.3,7.44,1.34,3.42,1.94,0.82,0.6,0.0,26.43,6.25,9.01,33.42,5.73,0.6,0.89,0.22,0.3,0.74,0.82,1.41,4.91,3.13,0.82,0.45,0.07,0.22,0.22,0.45,0.3,0.07,0.0,0.0,0.07,0.0,1.86,1.34,0.67,0.82,0.37,0.67,2.68,25.0,2.01,24.34,6.48,26.6,5.43,10.79,8.11,2.75,0.15,0.0,2.61,1.34,3.2,0.45,0.0,56.2,0.74,6.92,24.64,29.85,4.84,52.78,1.79,3.35,53.3,1.79,0.07,41.02,273.65,153.57,8.49,2.61,1.12,1.64,2.01,49.13,37.82,77.0,6.4,0.0,1.34,1.71,0.52,0.0,0.0,0.0,7.37,1.27,2.53,33.3,Samuel Castillejo Azuaga
Samu Castillejo,Samuel Castillejo Azuaga,0.1825569786655206,18000000,2018-2019,25.0,Winger,1.82,Right Winger,left,Serie A,0.35,0.18,0.35,0.0,0.0,0.26,0.0,0.16,0.16,0.16,0.32,2.73,1.23,45.2,0.13,0.29,19.7,0.0,0.06,0.19,0.19,35.98,44.69,80.5,615.75,143.67,18.83,20.41,92.2,12.84,15.66,82.0,3.61,6.6,54.7,1.76,3.26,1.14,0.18,2.9,39.68,5.01,0.88,0.53,9.68,1.85,2.46,2.29,0.09,0.09,0.18,32.64,5.37,6.69,34.13,7.57,0.62,1.58,0.26,0.18,0.35,0.44,1.58,3.17,2.2,0.53,0.26,0.09,0.0,0.09,0.35,0.18,0.0,0.09,0.0,0.0,0.09,1.5,0.88,0.88,0.35,0.26,0.44,2.99,14.7,2.55,33.43,8.36,25.0,7.65,14.34,11.44,1.67,0.09,0.0,1.58,1.23,2.73,0.62,0.18,60.44,0.88,6.86,25.95,34.22,4.93,55.95,1.85,4.31,42.9,2.11,0.26,47.6,297.27,164.08,8.01,2.82,0.79,1.5,2.9,56.74,43.46,76.6,8.53,0.0,2.55,2.9,0.35,0.0,0.09,0.0,6.42,0.88,2.11,29.4,Samuel Castillejo Azuaga
Samu Castillejo,Samuel Castillejo Azuaga,0.1877970482445172,10666666,2017-2018,24.0,Winger,1.82,Right Winger,left,La Liga,0.26,0.22,0.26,0.0,0.0,0.17,0.0,0.19,0.19,0.14,0.33,2.39,0.78,32.7,0.11,0.33,20.2,0.09,0.08,0.07,0.07,33.07,43.39,76.2,605.35,166.63,14.84,17.7,83.8,13.71,16.75,81.9,4.12,7.68,53.7,1.82,2.21,1.22,0.39,3.43,39.23,4.17,1.13,0.09,9.29,2.04,2.3,2.73,0.22,0.22,0.04,31.46,3.65,8.29,33.8,7.46,1.04,0.26,0.35,0.39,0.87,1.13,1.17,4.08,2.21,0.91,0.35,0.09,0.35,0.17,0.78,0.43,0.09,0.13,0.04,0.09,0.0,1.52,1.13,0.82,0.61,0.09,0.52,2.95,17.6,2.43,22.35,5.99,26.8,6.25,11.07,5.03,2.6,0.17,0.0,2.43,1.0,2.52,0.61,0.0,58.76,1.78,9.5,31.07,24.78,3.34,54.98,2.0,3.86,51.7,2.21,0.09,45.17,282.54,158.22,8.29,3.12,1.26,2.04,2.04,48.6,41.09,84.6,5.47,0.0,2.26,3.25,0.3,0.09,0.0,0.0,5.9,0.61,1.26,32.6,Samuel Castillejo Azuaga
Samuel Chukwueze,Samuel Chimerenka Chukwueze,0.1870419010269247,21666666,2020-2021,23.0,Winger,1.72,Right Winger,left,La Liga,0.26,0.13,0.26,0.0,0.0,0.0,0.0,0.23,0.23,0.17,0.4,2.04,0.66,32.3,0.13,0.4,16.6,0.0,0.11,0.03,0.03,26.18,35.08,74.6,437.67,104.57,12.46,15.03,82.9,11.54,14.97,77.1,1.71,3.43,50.0,1.85,1.05,1.98,0.4,3.1,33.89,1.19,0.07,0.13,7.52,0.73,2.44,0.59,0.2,0.0,0.0,25.98,4.09,5.01,30.66,1.85,1.25,0.53,0.07,0.13,0.73,0.92,1.32,3.76,2.51,0.07,0.53,0.0,0.66,0.0,0.33,0.2,0.0,0.07,0.0,0.07,0.0,1.05,0.59,0.2,0.59,0.26,0.33,1.25,26.3,0.92,12.07,3.1,25.7,2.7,4.62,4.75,0.86,0.0,0.0,0.86,0.46,1.52,0.53,0.0,49.58,0.73,5.27,21.43,28.09,6.46,48.4,3.23,6.2,52.1,3.63,0.07,40.75,260.97,178.75,10.55,2.77,2.31,2.84,1.65,49.78,38.37,77.1,8.64,0.0,0.92,2.18,1.05,0.07,0.0,0.0,5.87,0.86,0.99,46.4,Samuel Chimerenka Chukwueze
