Player_SN,Player_LN,ratings_mean,Player Valuation,scouting_period,Age,Height,Position,Foot,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Thiago Maia,Thiago Maia Alencar,0.0036400784283294,6750000,2017-2018,20,1.79,Defensive Midfield,left,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.03,0.03,0.02,0.05,0.0,0.66,0.07,11.1,0.0,0.0,24.5,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,52.95,62.78,84.3,1041.63,312.06,18.6,20.97,88.7,24.81,27.81,89.2,8.48,11.77,72.0,0.0,0.02,0.51,5.59,0.44,0.07,5.81,62.78,61.1,1.68,0.58,0.04,10.19,1.17,0.26,0.04,0.0,0.0,0.0,49.77,4.31,8.7,50.21,9.24,1.32,0.99,0.66,52.95,0.18,1.02,1.39,1.13,1.68,1.46,0.0,0.04,0.07,0.07,0.04,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.72,1.17,0.95,0.66,0.11,0.33,1.9,17.3,1.57,13.52,3.84,28.4,5.15,7.13,1.24,2.19,0.37,0.07,1.83,2.45,4.17,0.84,0.04,72.31,2.7,20.94,44.1,12.24,0.58,70.71,1.21,1.68,71.7,1.28,0.04,53.24,293.57,136.44,4.86,1.39,0.11,1.02,1.28,51.52,48.42,94.0,2.05,0.11,0.04,0.04,1.21,0.95,0.04,0.26,2.45,1.17,0.0,0.04,0.0,11.66,0.37,0.29,55.6
Thiago Mendes,Thiago Henrique Mendes Ribeiro,0.0428905481956655,6750000,2017-2018,26,1.77,Defensive Midfield,right,Ligue 1,0.12,0.16,0.12,0.0,0.0,0.16,0.04,0.1,0.1,0.13,0.23,0.12,1.77,0.59,33.3,0.07,0.2,22.9,0.16,0.0,0.0,0.1,0.1,0.06,0.02,0.02,45.59,53.67,84.9,819.3,227.0,21.15,23.11,91.5,17.14,19.38,88.5,5.77,8.71,66.2,0.16,0.13,1.77,5.41,1.06,0.04,5.37,53.67,51.12,2.55,0.75,0.35,10.59,1.8,0.71,0.86,0.0,0.0,0.0,41.67,3.81,8.2,9.46,41.43,1.26,0.94,0.2,45.59,0.59,1.02,1.02,0.75,3.41,2.71,0.24,0.08,0.12,0.27,0.0,0.31,0.24,0.04,0.0,0.04,0.0,0.0,1.1,0.71,0.55,0.51,0.04,0.27,0.86,31.8,0.59,11.53,3.41,29.6,3.1,6.08,2.35,1.02,0.12,0.0,0.9,1.06,2.16,0.82,0.0,65.52,1.29,11.18,35.43,24.83,2.04,63.05,1.33,2.08,64.2,1.41,0.04,51.75,295.54,151.52,6.47,2.59,0.39,1.96,1.73,55.32,48.84,88.3,7.18,0.16,0.04,0.04,1.33,1.84,0.12,0.71,1.06,0.71,0.0,0.0,0.0,7.81,0.39,0.12,76.9
Thiago Motta,Thiago Motta Santon Olivares,0.0158227259022691,1000000,2017-2018,36,1.87,Defensive Midfield,left,Ligue 1,0.08,0.08,0.08,0.0,0.0,0.23,0.08,0.04,0.04,0.03,0.07,0.08,0.47,0.23,50.0,0.17,0.33,17.1,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.04,94.76,101.54,93.3,1695.26,527.21,39.62,41.8,94.8,43.28,44.92,96.4,10.22,12.09,84.5,0.08,0.03,0.86,11.31,0.39,0.0,8.97,101.54,100.37,1.17,1.09,0.0,12.56,1.95,0.0,0.0,0.0,0.0,0.0,89.3,6.01,6.24,88.28,9.59,2.89,0.08,0.39,94.76,0.08,0.78,1.4,1.01,2.03,2.03,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,1.72,1.09,0.78,0.86,0.08,0.39,1.72,22.7,1.33,9.44,2.26,24.0,2.73,4.45,2.26,1.09,0.31,0.0,0.78,1.17,2.89,1.48,0.0,110.2,2.96,25.74,78.22,12.63,0.62,109.11,0.39,0.55,71.4,0.39,0.0,80.88,362.57,198.56,6.4,1.17,0.0,0.39,0.47,90.23,87.89,97.4,2.26,0.23,0.08,0.0,2.03,1.17,0.08,0.0,1.17,1.09,0.0,0.08,0.0,9.75,0.39,0.86,31.3
Thilo Kehrer,Jan Thilo Kehrer,0.0258313712747556,10875000,2017-2018,22,1.86,Centre-Back,right,Bundesliga,0.11,0.0,0.11,0.0,0.0,0.15,0.0,0.05,0.05,0.02,0.06,0.11,0.69,0.27,38.9,0.17,0.43,13.2,0.0,0.0,0.0,0.05,0.05,0.07,0.03,0.03,39.06,46.94,83.2,806.73,299.47,11.31,13.06,86.6,22.27,25.17,88.5,5.29,8.3,63.8,0.0,0.02,0.38,2.67,0.19,0.08,2.25,46.94,44.85,2.09,1.03,0.0,5.94,0.65,0.11,0.0,0.0,0.0,0.0,33.39,5.14,8.41,17.97,23.64,3.5,1.07,0.11,39.06,0.15,0.8,0.69,0.65,0.91,0.72,0.04,0.0,0.04,0.08,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,2.82,1.71,1.45,1.29,0.08,0.84,1.71,48.9,0.88,12.91,4.38,33.9,7.77,4.57,0.57,2.4,0.49,0.0,1.9,1.1,3.92,3.77,0.04,57.91,5.56,28.13,29.47,3.62,0.91,55.89,0.34,0.49,69.2,0.38,0.0,36.24,205.01,108.16,2.82,0.72,0.08,0.15,0.27,35.98,35.1,97.6,0.61,0.15,0.0,0.0,1.48,1.1,0.08,0.11,1.1,1.71,0.04,0.0,0.0,9.82,1.71,1.33,56.3
Thomas Delaney,Thomas Joseph Delaney,0.0254584422402593,9750000,2017-2018,27,1.82,Defensive Midfield,left,Bundesliga,0.1,0.13,0.1,0.0,0.0,0.16,0.0,0.14,0.14,0.08,0.22,0.1,1.83,0.35,19.3,0.05,0.27,17.6,0.16,0.0,0.0,0.14,0.14,0.07,-0.04,-0.04,29.64,40.99,72.3,567.0,164.14,12.16,15.35,79.2,12.58,16.12,78.0,4.22,8.21,51.4,0.13,0.08,0.9,2.99,0.61,0.23,3.48,40.99,40.0,1.0,0.77,0.13,8.17,0.87,0.93,0.0,0.0,0.0,0.0,21.49,7.34,12.16,28.22,5.92,3.7,0.23,0.51,29.64,0.39,1.58,0.8,0.77,2.0,1.51,0.03,0.06,0.16,0.19,0.03,0.13,0.1,0.0,0.0,0.0,0.0,0.03,2.48,1.58,0.84,1.38,0.26,0.48,1.19,40.5,0.71,18.7,5.24,28.1,4.7,10.88,3.12,1.22,0.39,0.0,0.84,1.16,3.64,2.57,0.03,53.51,2.67,12.03,30.54,13.06,2.45,52.42,0.45,0.87,51.9,0.61,0.06,29.38,113.17,52.22,2.28,0.87,0.1,1.06,0.97,37.94,32.53,85.8,4.47,0.16,0.0,0.0,2.8,2.38,0.19,0.93,1.16,1.58,0.0,0.0,0.0,11.17,3.19,2.45,56.6
Thomas Lemar,Thomas Lemar,0.0208164111121622,53333333,2017-2018,23,1.71,Attacking Midfield,left,Ligue 1,0.08,0.3,0.08,0.0,0.0,0.04,0.0,0.16,0.16,0.28,0.44,0.08,1.82,0.49,27.1,0.04,0.15,22.7,0.61,0.0,0.0,0.16,0.16,0.09,-0.08,-0.08,37.2,49.09,75.8,712.17,220.69,15.59,17.98,86.7,15.03,18.32,82.0,5.75,11.16,51.5,0.3,0.28,2.2,4.2,1.17,0.3,5.03,49.09,43.11,5.98,1.93,0.19,8.78,2.57,4.31,2.95,0.0,0.0,0.0,34.33,3.22,11.54,40.38,6.59,1.06,0.87,0.08,37.2,0.38,1.48,1.25,1.25,3.94,1.89,1.17,0.34,0.26,0.26,0.0,0.64,0.26,0.11,0.11,0.08,0.08,0.0,0.95,0.45,0.26,0.49,0.19,0.3,1.44,21.1,1.14,20.25,5.03,24.9,3.97,9.92,6.36,0.98,0.0,0.0,0.98,0.76,1.7,0.3,0.0,59.95,0.57,5.68,31.15,29.75,2.04,53.78,2.35,3.63,64.6,2.54,0.08,45.26,303.61,163.08,8.52,3.71,0.3,1.55,2.01,51.09,42.77,83.7,5.49,0.04,0.0,0.0,0.34,1.63,0.15,4.31,0.76,0.45,0.08,0.0,0.0,6.09,0.11,0.19,37.5
Thomas Mangani,Thomas Mathieu Romain Mangani,0.0214001525588892,3500000,2017-2018,32,1.83,Central Midfield,left,Ligue 1,0.06,0.18,0.03,0.03,0.03,0.21,0.0,0.13,0.11,0.18,0.28,0.06,1.07,0.27,25.0,0.03,0.11,22.2,0.3,0.03,0.03,0.13,0.11,0.1,-0.07,-0.08,44.51,62.12,71.6,915.11,362.47,17.52,20.41,85.9,18.12,23.44,77.3,8.27,15.95,51.9,0.18,0.18,1.9,6.13,0.86,0.18,6.52,62.12,54.89,7.23,3.9,0.21,9.37,2.68,2.74,2.56,0.0,0.0,0.0,38.83,3.45,19.84,48.59,9.88,2.92,0.33,0.15,44.51,0.24,1.34,1.61,2.2,3.27,2.02,0.92,0.03,0.18,0.03,0.09,0.33,0.21,0.09,0.03,0.0,0.0,0.0,2.08,1.52,1.01,0.89,0.18,0.57,2.92,19.4,2.35,21.36,5.12,24.0,5.18,12.17,4.02,1.64,0.12,0.0,1.52,1.22,3.3,1.19,0.06,72.89,1.93,15.35,41.68,20.68,1.07,65.63,0.39,1.04,37.1,0.48,0.06,46.26,229.27,91.73,4.14,1.49,0.06,1.04,1.28,50.52,46.86,92.8,2.56,0.21,0.0,0.0,1.52,0.92,0.06,2.74,1.22,1.52,0.0,0.0,0.0,9.91,0.33,0.8,28.9
Thomas Meunier,Thomas Meunier,0.0248303069893053,15000000,2017-2018,27,1.91,Right-Back,right,Ligue 1,0.23,0.23,0.23,0.0,0.0,0.17,0.0,0.07,0.07,0.27,0.34,0.23,0.63,0.29,45.5,0.36,0.8,15.1,0.0,0.0,0.0,0.07,0.07,0.1,0.16,0.16,51.67,63.65,81.2,838.4,289.39,26.64,30.06,88.6,20.13,24.75,81.3,3.82,6.22,61.5,0.23,0.27,1.25,3.37,1.54,0.86,5.25,63.65,57.15,6.5,0.34,0.0,8.33,0.97,4.22,0.06,0.0,0.0,0.0,43.57,9.24,10.84,6.9,47.0,2.85,6.1,0.17,51.67,0.11,0.86,1.77,1.94,2.11,1.77,0.06,0.11,0.0,0.0,0.17,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.11,1.43,1.37,0.46,0.29,0.91,2.11,43.2,1.2,11.18,3.88,34.7,5.99,3.19,2.0,1.71,0.17,0.0,1.54,0.8,2.91,1.77,0.06,72.15,3.14,17.45,35.7,25.84,2.74,65.7,0.91,1.25,72.7,1.03,0.0,48.25,323.61,195.63,10.15,3.99,0.63,0.46,0.74,52.24,47.4,90.7,3.76,0.17,0.0,0.0,1.54,0.34,0.11,4.22,0.8,1.43,0.0,0.06,0.0,9.13,0.86,0.29,75.0
Thomas Monconduit,Thomas Monconduit,0.0118269426575652,3000000,2017-2018,28,1.84,Defensive Midfield,right,Ligue 1,0.03,0.09,0.03,0.0,0.0,0.21,0.03,0.03,0.03,0.04,0.06,0.03,0.85,0.12,14.3,0.04,0.25,28.2,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,34.44,43.96,78.3,638.06,191.94,14.65,17.1,85.7,14.29,17.83,80.1,4.61,7.17,64.3,0.09,0.04,0.64,3.66,0.55,0.15,4.52,43.96,42.92,1.04,0.79,0.09,8.55,1.22,0.34,0.0,0.0,0.0,0.0,31.87,3.11,8.98,7.57,32.09,3.6,0.03,0.03,34.44,0.09,1.1,1.5,0.67,1.62,1.31,0.06,0.03,0.12,0.09,0.0,0.18,0.12,0.0,0.0,0.03,0.03,0.0,2.32,1.43,1.19,0.98,0.15,0.67,1.95,34.4,1.28,17.28,4.88,28.3,6.62,8.98,1.68,1.77,0.52,0.06,1.25,1.59,3.91,2.01,0.03,55.14,3.27,15.17,34.53,9.31,0.55,54.19,0.82,1.07,77.1,0.89,0.0,34.41,187.42,95.01,3.51,1.31,0.09,0.89,0.92,35.66,32.85,92.1,1.77,0.21,0.03,0.0,2.05,1.5,0.06,0.34,1.59,1.43,0.03,0.0,0.0,10.99,0.76,0.43,64.1
Thomas Müller,Thomas Müller,0.0733092320273989,53333333,2017-2018,29,1.85,Second Striker,right,Bundesliga,0.37,0.6,0.37,0.0,0.0,0.18,0.0,0.31,0.31,0.41,0.71,0.37,2.25,0.87,38.8,0.16,0.42,13.6,0.0,0.0,0.0,0.31,0.31,0.14,0.06,0.06,33.8,46.1,73.3,550.1,130.82,18.41,23.05,79.9,11.98,16.26,73.7,2.71,4.87,55.7,0.6,0.41,2.39,1.88,2.02,1.1,3.12,46.1,44.72,1.38,0.09,0.14,9.83,1.19,4.18,0.05,0.0,0.0,0.0,28.1,9.69,8.31,6.38,35.04,2.66,0.64,0.18,33.8,0.18,0.96,1.24,1.88,4.18,3.63,0.0,0.18,0.14,0.14,0.09,0.96,0.87,0.0,0.0,0.05,0.0,0.05,1.61,1.15,0.41,0.83,0.37,0.55,1.29,42.9,0.73,18.37,5.74,31.3,2.85,8.77,6.75,0.92,0.14,0.0,0.78,0.32,1.93,0.55,0.0,56.57,0.87,5.01,23.69,30.26,7.21,55.29,0.69,1.06,65.2,0.73,0.05,40.27,130.5,73.97,4.5,1.38,0.46,2.43,1.47,60.11,45.6,75.9,13.91,0.18,0.0,0.0,1.19,1.06,0.46,4.18,0.32,1.15,0.0,0.0,0.0,5.37,1.42,1.88,43.1
Thomas Partey,Thomas Teye Partey,0.0281695679591616,16000000,2017-2018,26,1.85,Defensive Midfield,right,La Liga,0.11,0.0,0.11,0.0,0.0,0.23,0.0,0.06,0.06,0.03,0.08,0.11,0.83,0.11,13.6,0.14,1.0,24.3,0.0,0.0,0.0,0.06,0.06,0.07,0.06,0.06,45.28,55.01,82.3,848.85,251.45,20.18,23.51,85.8,18.4,21.77,84.5,6.32,8.82,71.7,0.0,0.03,0.45,4.62,0.72,0.08,4.24,55.01,53.31,1.7,0.42,0.04,10.94,1.55,0.49,0.19,0.0,0.0,0.0,41.31,6.02,7.69,2.99,47.1,2.5,0.98,0.38,45.28,0.27,0.8,1.25,1.14,1.36,1.17,0.04,0.04,0.04,0.08,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.73,1.78,1.59,0.87,0.27,0.64,1.86,34.7,1.21,18.17,5.41,29.8,7.16,8.9,2.12,2.23,0.34,0.0,1.89,1.25,3.98,1.02,0.0,65.5,2.88,19.31,39.07,12.49,0.64,63.84,1.14,1.48,76.9,1.25,0.08,46.61,260.88,138.39,5.3,1.33,0.15,0.68,0.64,43.13,40.55,94.0,1.44,0.23,0.0,0.0,1.67,1.51,0.0,0.49,1.25,1.78,0.0,0.0,0.0,13.59,1.17,1.25,48.4
Thomas Vermaelen,Thomas Vermaelen,0.0050029636835093,5000000,2017-2018,33,1.83,Centre-Back,left,La Liga,0.0,0.09,0.0,0.0,0.0,0.27,0.0,0.04,0.04,0.03,0.07,0.0,0.27,0.09,33.3,0.0,0.0,7.0,0.0,0.0,0.0,0.04,0.04,0.13,-0.04,-0.04,52.16,56.67,92.0,1177.25,355.93,12.02,12.73,94.4,29.53,30.85,95.7,10.17,11.76,86.5,0.09,0.03,0.27,3.54,0.18,0.0,3.09,56.67,55.26,1.41,1.33,0.0,7.96,2.12,0.09,0.0,0.0,0.0,0.0,48.71,2.12,5.84,49.07,3.98,2.48,0.09,0.0,52.16,0.0,0.27,0.18,0.88,0.62,0.53,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.06,0.8,0.62,0.35,0.09,0.35,0.62,57.1,0.27,6.9,2.21,32.1,4.6,2.21,0.09,0.88,0.27,0.0,0.62,0.97,2.03,2.03,0.0,62.33,6.1,31.74,32.09,1.41,0.44,61.0,0.18,0.27,66.7,0.18,0.0,44.12,218.81,102.02,2.3,0.18,0.0,0.09,0.09,44.2,43.67,98.8,0.09,0.27,0.0,0.0,0.97,0.35,0.09,0.09,0.97,0.8,0.0,0.0,0.0,9.46,1.24,0.88,58.3
Thorgan Hazard,Thorgan Ganael Francis Hazard,0.0450260114975553,21000000,2017-2018,24,1.75,Left Winger,right,Bundesliga,0.31,0.15,0.15,0.15,0.18,0.03,0.0,0.42,0.28,0.21,0.48,0.31,2.42,0.8,32.9,0.06,0.19,17.3,0.06,0.15,0.18,0.42,0.28,0.12,-0.11,-0.13,30.56,41.8,73.1,514.19,166.62,15.43,18.8,82.1,10.29,13.41,76.7,3.74,7.04,53.0,0.15,0.21,2.05,1.5,1.68,0.28,3.64,41.8,36.96,4.84,1.01,0.12,8.54,1.84,2.24,2.51,0.31,1.13,0.28,25.2,7.44,9.16,6.19,31.33,1.99,1.04,0.52,30.56,0.12,0.8,1.13,1.44,4.01,2.36,0.86,0.49,0.15,0.15,0.0,0.46,0.25,0.09,0.06,0.03,0.03,0.0,1.38,1.01,0.64,0.52,0.21,0.34,1.78,19.0,1.44,17.88,4.84,27.1,4.38,8.48,5.02,1.32,0.06,0.0,1.26,0.61,1.99,0.64,0.0,55.03,0.8,6.92,23.73,28.82,4.81,50.22,2.2,4.23,52.2,2.51,0.15,39.2,226.09,141.51,7.1,2.08,1.56,2.02,1.78,50.93,37.6,73.8,9.25,0.03,0.0,0.0,0.98,1.99,0.64,2.24,0.61,1.01,0.03,0.0,0.0,7.59,1.04,1.81,36.6
Théo Pellenard,Théo Pellenard,0.0045304274758377,2000000,2017-2018,24,1.82,Left-Back,left,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.08,0.0,0.06,0.0,0.0,0.0,,26.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,39.39,53.82,73.2,703.05,335.04,17.65,20.36,86.7,16.89,21.81,77.5,4.47,9.77,45.8,0.0,0.08,0.95,3.15,1.2,0.5,5.17,53.82,46.45,7.37,0.44,0.13,7.12,1.58,2.46,0.0,0.0,0.0,0.0,32.52,6.81,14.5,35.74,8.0,3.03,6.93,0.0,39.39,0.19,1.2,1.39,2.27,1.58,1.26,0.13,0.06,0.06,0.0,0.06,0.25,0.19,0.06,0.0,0.0,0.0,0.0,1.58,0.82,0.95,0.44,0.19,0.57,1.51,37.5,0.95,10.21,3.34,32.7,6.18,3.03,1.01,1.26,0.38,0.0,0.88,1.89,3.47,1.45,0.0,61.51,2.9,20.99,29.87,15.82,0.5,54.2,0.95,1.2,78.9,1.07,0.0,39.9,228.21,128.63,4.41,1.95,0.06,0.82,0.82,35.8,34.03,95.1,1.26,0.25,0.0,0.0,1.7,0.32,0.0,2.46,1.89,0.82,0.0,0.06,0.0,11.09,0.32,0.25,55.6
Tiemoué Bakayoko,Tiemoué Bakayoko,0.0290573384744024,33750000,2017-2018,24,1.89,Defensive Midfield,right,Premier League,0.08,0.08,0.08,0.0,0.0,0.17,0.04,0.15,0.15,0.03,0.17,0.08,1.78,0.34,19.0,0.05,0.25,17.4,0.0,0.0,0.0,0.15,0.15,0.08,-0.06,-0.06,40.15,46.8,85.8,685.95,159.59,19.1,21.3,89.7,16.43,18.85,87.2,3.64,4.83,75.4,0.08,0.03,0.55,3.64,0.34,0.04,3.47,46.8,46.38,0.42,0.42,0.04,6.18,1.27,0.38,0.0,0.0,0.0,0.0,35.79,5.68,5.34,8.05,35.07,1.95,0.0,0.34,40.15,0.08,0.68,1.44,0.38,1.69,1.4,0.0,0.04,0.08,0.04,0.13,0.17,0.17,0.0,0.0,0.0,0.0,0.0,3.05,2.29,1.31,1.27,0.47,0.8,2.03,39.6,1.23,20.2,6.69,33.1,7.37,10.29,2.54,1.44,0.3,0.0,1.14,1.99,5.04,1.52,0.0,59.89,2.37,12.92,36.51,14.48,2.24,59.63,0.89,1.78,50.0,0.97,0.04,39.39,190.88,99.61,4.57,1.69,0.17,1.57,1.06,47.6,40.79,85.7,2.88,0.17,0.04,0.04,2.37,1.19,0.08,0.38,1.99,2.29,0.0,0.0,0.0,9.23,2.12,1.86,53.2
Tim Kleindienst,Tim Kleindienst,0.0421027780208256,1625000,2017-2018,23,1.94,Centre-Forward,right,Bundesliga,0.16,0.24,0.16,0.0,0.0,0.16,0.0,0.35,0.35,0.16,0.51,0.16,3.32,0.95,28.6,0.05,0.17,16.5,0.0,0.0,0.0,0.35,0.35,0.11,-0.19,-0.19,16.31,27.94,58.4,236.68,58.73,9.34,14.09,66.3,5.38,9.02,59.6,0.79,2.37,33.3,0.24,0.16,0.63,1.5,0.47,0.16,1.42,27.94,27.07,0.87,0.0,0.08,9.5,0.32,0.95,0.0,0.0,0.0,0.0,12.51,7.36,8.07,9.34,9.74,3.32,0.08,0.79,16.31,0.24,1.27,0.79,1.9,1.9,1.03,0.0,0.32,0.47,0.08,0.0,0.32,0.24,0.0,0.0,0.08,0.0,0.0,1.74,0.95,0.47,0.79,0.47,0.4,1.74,22.7,1.35,33.48,7.92,23.6,4.35,16.62,12.51,1.5,0.24,0.0,1.27,0.32,2.06,1.74,0.0,45.04,1.5,6.02,21.45,19.79,5.3,44.17,1.19,2.22,53.6,1.27,0.0,25.33,95.62,48.21,2.77,0.71,0.55,4.27,1.98,50.26,31.9,63.5,11.08,0.16,0.0,0.0,2.85,1.58,0.32,0.95,0.32,0.95,0.0,0.0,0.0,5.78,5.54,5.46,50.4
Timo Baumgartl,Timo Baumgartl,0.005343658398296,9333333,2017-2018,22,1.9,Centre-Back,right,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.02,0.02,0.01,0.03,0.0,0.24,0.03,14.3,0.0,0.0,11.9,0.0,0.0,0.0,0.02,0.02,0.08,-0.02,-0.02,43.55,53.24,81.8,945.28,350.21,12.62,14.07,89.7,21.79,24.72,88.1,8.9,13.69,65.0,0.0,0.01,0.21,3.1,0.41,0.07,3.52,53.24,49.1,4.14,2.03,0.0,6.59,1.41,0.31,0.0,0.0,0.0,0.0,34.9,6.55,11.79,5.97,39.9,3.79,2.1,0.14,43.55,0.14,1.0,0.52,0.76,0.41,0.31,0.03,0.0,0.07,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,2.76,1.66,1.72,1.0,0.03,1.03,2.1,49.2,1.07,13.41,4.31,32.1,8.34,4.69,0.38,2.41,0.86,0.0,1.55,0.83,3.59,4.34,0.03,64.38,5.62,30.31,33.17,4.17,0.72,60.45,0.1,0.21,50.0,0.14,0.0,36.72,184.83,85.52,2.9,0.45,0.03,0.21,0.28,37.97,36.79,96.9,0.52,0.14,0.0,0.0,1.38,1.0,0.03,0.31,0.83,1.66,0.0,0.03,0.0,11.59,2.24,1.17,65.7
Timo Werner,Timo Werner,0.1078607256755001,56666666,2017-2018,22,1.8,Centre-Forward,right,Bundesliga,0.47,0.25,0.4,0.07,0.07,0.04,0.0,0.52,0.47,0.17,0.64,0.47,3.33,1.41,42.4,0.12,0.28,13.4,0.07,0.07,0.07,0.52,0.47,0.14,-0.05,-0.07,18.6,26.78,69.5,263.78,52.11,11.65,14.58,79.9,5.57,8.43,66.1,0.83,1.92,43.4,0.25,0.17,0.9,0.62,0.69,0.11,1.59,26.78,23.74,3.04,0.11,0.0,5.39,0.54,2.24,0.04,0.04,0.0,0.0,16.47,7.17,3.15,4.02,19.69,1.16,1.23,0.18,18.6,0.07,0.83,0.69,1.52,2.35,1.48,0.0,0.43,0.11,0.25,0.07,0.58,0.4,0.0,0.07,0.07,0.04,0.0,0.72,0.47,0.07,0.29,0.36,0.07,0.94,7.7,0.87,14.98,4.31,28.7,1.34,6.44,7.2,1.01,0.18,0.0,0.83,0.36,1.09,0.22,0.0,39.3,0.18,2.1,15.05,24.54,7.24,36.19,1.56,2.61,59.7,1.74,0.0,27.07,157.45,99.7,5.93,1.41,1.56,2.82,1.81,48.02,28.99,60.4,12.45,0.04,0.0,0.0,0.94,0.9,1.41,2.24,0.36,0.47,0.0,0.0,0.0,4.02,0.65,1.09,37.5
