longName,ratings_mean,season
Steeve Yago,0.0044902219423732,2017-2018
Stef Peeters,0.0047586987604041,2017-2018
Stefan Bell,0.0192253236439529,2017-2018
Stefan Ilsanker,0.0048962705555227,2017-2018
Stefan Kießling,0.0049143459777953,2017-2018
Stefan Savić,0.0047046270860809,2017-2018
Stefan Simič,0.0047604828902269,2017-2018
Stefan de Vrij,0.0435787603494946,2017-2018
Stefano Sensi,0.0049751973682803,2017-2018
Stefano Sturaro,0.0047693670108612,2017-2018
Stephan El Shaarawy,0.0325144924283913,2017-2018
Stephan Lichtsteiner,0.0046186762060774,2017-2018
Stephane Omeonga,0.0047481672174826,2017-2018
Stephen Ward,0.0127517473792881,2017-2018
Stevan Jovetić,0.1709289978556629,2017-2018
Steve Cook,0.0163432507959146,2017-2018
Steve Mounié,0.0648190689817525,2017-2018
Steven Davis,0.0484423433682541,2017-2018
Steven Defour,0.0040676431056063,2017-2018
Steven N'Kemboanza Mike Christopher N'Zonzi,0.0152113112675381,2017-2018
Steven Zuber,0.0122501766993602,2017-2018
Stipe Perica,0.0115532571092117,2017-2018
Stéphane Bahoken,0.0881768463320099,2017-2018
Stéphane Darbion,0.0272899475726519,2017-2018
Stéphane Sessègnon,0.027811968767827,2017-2018
Suat Serdar,0.0220840578950899,2017-2018
Sung-Yeung Ki,0.0055527400572429,2017-2018
Svante Ingelsson,0.0047771357438127,2017-2018
Sven Bender,0.0262917114663698,2017-2018
Sven Schipplock,0.004811188313828,2017-2018
Séamus Coleman,0.0042457455811206,2017-2018
Sébastien Corchia,0.0046112272326264,2017-2018
Sébastien Haller,0.073094369858668,2017-2018
Takashi Inui,0.062452028782221,2017-2018
Taleb Tawatha,0.0047739103709446,2017-2018
Tammy Abraham,0.0436856417500327,2017-2018
Tanguy Ndombèlé Alvaro,0.0045334124244041,2017-2018
Theo  Walcott,0.0211861991514172,2017-2018
Theo Bernard François Hernández,0.0043719639004002,2017-2018
Theodor Gebre Selassie,0.0290559492667349,2017-2018
Thiago Alcântara do Nascimento,0.0381043035955968,2017-2018
Thiago Emiliano da Silva,0.0329554268807709,2017-2018
Thiago Henrique Mendes Ribeiro,0.0428905481956655,2017-2018
Thiago Maia Alencar,0.0036400784283294,2017-2018
Thiago Motta,0.0158227259022691,2017-2018
Thiago Rangel Cionek,0.0239014967440077,2017-2018
Thibault Giresse,0.0048007642090374,2017-2018
Thilo Kehrer,0.0258313712747556,2017-2018
Thomas Delaney,0.0254584422402593,2017-2018
Thomas Heurtaux,0.0044820218277661,2017-2018
Thomas Lemar,0.0208164111121622,2017-2018
Thomas Mangani,0.0214001525588892,2017-2018
Thomas Meunier,0.0248303069893053,2017-2018
Thomas Monconduit,0.0118269426575652,2017-2018
Thomas Müller,0.0733092320273989,2017-2018
Thomas Teye Partey,0.0281695679591616,2017-2018
Thomas Vermaelen,0.0050029636835093,2017-2018
Thorgan Hazard,0.0450260114975553,2017-2018
Théo Pellenard,0.0045304274758377,2017-2018
Tiago Manuel Dias Correia,0.0047498650485293,2017-2018
Tiemoué Bakayoko,0.0290573384744024,2017-2018
Tim Kleindienst,0.0421027780208256,2017-2018
Timo Baumgartl,0.005343658398296,2017-2018
Timo Werner,0.1078607256755001,2017-2018
Timothy Castagne,0.0047717329195273,2017-2018
Timothy Chandler,0.0429379133014569,2017-2018
Timothy Fosu-Mensah,0.0048195906452155,2017-2018
Tin Jedvaj,0.0047729800588804,2017-2018
Toby Alderweireld,0.0196663532839344,2017-2018
Tom Carroll,0.0048085920703384,2017-2018
Tom Cleverley,0.0261398404158829,2017-2018
Tom Davies,0.0220900095170913,2017-2018
Tom Smith,0.0044332633650089,2017-2018
Tomás Eduardo Rincón Hernández,0.0043578295018245,2017-2018
Tomás Pina Isla,0.0125224333898782,2017-2018
Toni Kroos,0.0487041072711979,2017-2018
Tony Jantschke,0.0047783301192829,2017-2018
Trent Alexander-Arnold,0.0118654839869749,2017-2018
Tristan Dingomé,0.0043490330556439,2017-2018
Troy Deeney,0.0589596537664507,2017-2018
Unai Bustinza Martínez,0.0228818118541233,2017-2018
Unai Núñez Gestoso,0.0137693192505971,2017-2018
Valentin Eysseric,0.0163597466789232,2017-2018
Valentin Rongier,0.0155968461006097,2017-2018
Valentin Rosier,0.0044415378592209,2017-2018
Valentín Vada,0.0048019267810076,2017-2018
Valerio Verre,0.0047756988076,2017-2018
Valon Behrami,0.0126791373278137,2017-2018
Valter Birsa,0.02768042247718,2017-2018
Valère Germain,0.0856878312450032,2017-2018
Vasco Regini,0.0047902073714768,2017-2018
Vasilije Janjičić,0.0047878420703268,2017-2018
Vassilis Torosidis,0.0046349682073215,2017-2018
Vedad Ibišević,0.0833086863719536,2017-2018
Vicente Iborra De La Fuente,0.0356972903076775,2017-2018
Victor James Osimhen,0.0048565360692978,2017-2018
Victor Moses,0.0401175798352565,2017-2018
Victor Nilsson Lindelöf,0.0049388850070779,2017-2018
Victor Wanyama,0.0193988288705618,2017-2018
Viktor Fischer,0.0048024683006441,2017-2018
Vincent Bessat,0.0043933718021409,2017-2018
Vincent Kompany,0.0148068675888438,2017-2018
Vincent Koziello,0.0118725135199063,2017-2018
Vincent Laurini,0.0048761881098168,2017-2018
Vincent Manceau,0.004289459749667,2017-2018
Vincent Nogueira,0.0047719612275844,2017-2018
Vincent Pajot,0.0303485570427881,2017-2018
Vincenzo Grifo,0.0047335382451906,2017-2018
Virgil van Dijk,0.0067612536587328,2017-2018
Vitor Hugo Franchescoli de Souza,0.0152970229755104,2017-2018
Vitorino Gabriel  Pacheco Antunes,0.0045886776000712,2017-2018
Vitorino Hilton da Silva,0.0047873462717985,2017-2018
Vittorio Parigini,0.004670486379229,2017-2018
Vlad Iulian Chiricheș,0.0047902073714768,2017-2018
Vladimír Darida,0.0040318572220539,2017-2018
Víctor Camarasa Ferrando,0.0204549522859456,2017-2018
Víctor Laguardia Cisneros,0.0342004499870681,2017-2018
Víctor Machín Pérez,0.0045898689215242,2017-2018
Víctor Ruíz Torre,0.024489850536288,2017-2018
Víctor Sánchez Mata,0.0041418549985752,2017-2018
Wahbi Khazri,0.0910222237308672,2017-2018
Walace Souza Silva,0.0045160989754445,2017-2018
Waldemar Anton,0.0053365823674147,2017-2018
Wallace,0.0047943846749475,2017-2018
Wayne Rooney,0.0375320643480025,2017-2018
Wayne Routledge,0.0047154513200093,2017-2018
Wendell Nascimento Borges,0.0146408266363209,2017-2018
Wes Morgan,0.00566061000642,2017-2018
Wesley Hoedt,0.0048494458777641,2017-2018
Wesley Saïd,0.1287344757413664,2017-2018
Weston  McKennie,0.0044520442616839,2017-2018
Wilfried Zaha,0.1081428579811223,2017-2018
Willi Orban,0.0216676574213649,2017-2018
William de Asevedo Furtado,0.0036842823980164,2017-2018
Willian Borges da Silva,0.0405016821147554,2017-2018
Willian José da Silva,0.103938047445788,2017-2018
Winston  Reid,0.0053808248670568,2017-2018
Wissam Ben Yedder,0.0608058541631031,2017-2018
Wylan Cyprien,0.0405588722340525,2017-2018
Xabier Etxeita Gorritxategi,0.0047902073714768,2017-2018
Xabier Prieto Argarate,0.0294413656353753,2017-2018
Xherdan Shaqiri,0.0703710654087941,2017-2018
Yann Karamoh,0.0047685016896962,2017-2018
Yannick Cahuzac,0.0049709828910827,2017-2018
Yannick Ferreira Carrasco,0.0720196861333183,2017-2018
Yannis Salibur,0.0488136084404186,2017-2018
Yassine Benzia,0.0136840471660647,2017-2018
Yassine El Ghanassy,0.0047885610628919,2017-2018
Yaya Sanogo,0.0677579736967537,2017-2018
Yevhen Konoplyanka,0.0255121455803409,2017-2018
Yoann  Gourcuff,0.0047100502869764,2017-2018
Yoann Andreu,0.0045131966598208,2017-2018
Yoann Salmier,0.0048045201958668,2017-2018
Yoel Armougom,0.0048121615500422,2017-2018
Yohan Cabaye,0.0053388218752572,2017-2018
Yoshinori Muto,0.0955610388035868,2017-2018
Younousse Sankharé,0.0726345642900726,2017-2018
Youri Tielemans,0.0046215755354628,2017-2018
Youssef Aït Bennasser,0.0043799976087669,2017-2018
Youssef En-Nesyri,0.0536645647684633,2017-2018
Youssouf Sabaly,0.0045325876676126,2017-2018
Yunus Mallı,0.0430822568327823,2017-2018
Yuri Berchiche Izeta,0.0172805779423224,2017-2018
Yussif Raman Chibsah,0.0046374973905783,2017-2018
Yussuf Yurary Poulsen,0.0387260912817379,2017-2018
Yuto Nagatomo,0.004826942185251,2017-2018
Yves Bissouma,0.0211157426837356,2017-2018
Yūya Ōsako,0.0612209444246045,2017-2018
Zakaria Bakkali,0.004706280470914,2017-2018
Zinédine Machach,0.0047902073714768,2017-2018
Zlatko Junuzović,0.0434915799037694,2017-2018
Zouhair Feddal,0.0579803601486068,2017-2018
Àngel Rangel Zaragoza,0.0047729199141687,2017-2018
Ádám Nagy,0.0123020344869057,2017-2018
Ádám Szalai,0.1044581029724438,2017-2018
Álvaro Borja Morata Martín,0.1098663888896765,2017-2018
Álvaro González Soberón,0.0049643989938451,2017-2018
Álvaro Medrán Just,0.0043215748258481,2017-2018
Álvaro Odriozola Arzallus,0.0045871731210107,2017-2018
Ángel Fabián di María Hernández,0.1101006922880682,2017-2018
Ángel Luis Rodríguez Díaz,0.1192817483725529,2017-2018
Ángel Martín Correa,0.0516166849834625,2017-2018
Édgar Osvaldo Barreto Cáceres,0.0041748145999075,2017-2018
Étienne Didot,0.0244150687888893,2017-2018
Éver Maximiliano David Banega,0.0245390847079895,2017-2018
Íñigo Lekue Martínez,0.0046146611756016,2017-2018
Íñigo Martínez Berridi,0.0053608780279774,2017-2018
Óscar Melendo Jiménez,0.0048544541189439,2017-2018
Óscar de Marcos Arana,0.0201262512842718,2017-2018
Ömer Toprak,0.0056487242065232,2017-2018
Ćazim Suljić,0.0047902073714768,2017-2018
İlkay Gündoğan,0.0341879577083653,2017-2018
Ľubomír Tupta,0.0048184513313127,2017-2018
Łukasz Piszczek,0.0048481417253481,2017-2018
Ştefan Daniel Radu,0.0044747427304181,2017-2018
Šime Vrsaljko,0.004889368633898,2017-2018
